title,count
.hack//Sign,1
Renwu Dashi,1
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri",1
The Gakuen Choujo-tai,2
Yu☆Gi☆Oh! Zexal,1
Tengen Toppa Gurren Lagann,9
Xue Yu Xin,1
Evangelion: 3.0+1.0 Thrice Upon a Time,3
Ijirare: Fukushuu Saimin,1
Soukou Kihei Votoms,1
"Clannad: After Story - Mou Hitotsu no Sekai, Kyou-hen",1
Gintama.: Porori-hen,2
Summer Wars,2
number24,1
Overlord,8
Kakkou no Iinazuke,1
Hokuto no Ken,1
Love Stage!!,1
Mayo Chiki!,1
Merc Storia: Mukiryoku no Shounen to Bin no Naka no Shoujo,1
InuYasha,4
Cosplay Complex,1
Chainsaw Man,48
Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,5
Dr. Stone: Ryuusui,1
Ling Qi 2,1
Owarimonogatari 2nd Season,3
Haikyuu!! To the Top Part 2,1
Fate/Zero 2nd Season,5
Ansatsu Kyoushitsu,8
Rakudai Kishi no Cavalry,1
Isaku,1
Oda Nobuna no Yabou,1
Paprika,1
Kemonokko Tsuushin: The Animation - Ushi Musume Bell,1
Kill la Kill,6
Vinland Saga,14
High School DxD,5
Mahouka Koukou no Rettousei Movie: Hoshi wo Yobu Shoujo,1
Texhnolyze,5
Kokoro Connect,3
B-gata H-kei,1
Yatogame-chan Kansatsu Nikki Nisatsume,1
Kud Wafter,1
Boku wa Imouto ni Koi wo Suru,2
Koukaku Kidoutai: Stand Alone Complex,1
"Benriya Saitou-san, Isekai ni Iku",2
Teekyuu 2,1
Blade Runner: Black Lotus,7
Yakin Byoutou Specials,1
Choujikuu Seiki Orguss,2
Toaru Kagaku no Accelerator,1
Teekyuu,1
RahXephon,2
Tensura Nikki: Tensei shitara Slime Datta Ken,1
Omoide no Marnie,3
Gundam: G no Reconguista Movie I - Ike! Core Fighter,1
Nisekoi,5
Pokemon Movie 22: Mewtwo no Gyakushuu Evolution,1
Orange,4
Sewayaki Kitsune no Senko-san,7
Sword Art Online: Alicization - War of Underworld,2
Fairy Tail (2014),2
Gunsmith Cats,2
Cider no You ni Kotoba ga Wakiagaru,6
Q,1
Michiko to Hatchin,1
Tsurune: Kazemai Koukou Kyuudou-bu,3
Heisei Tanuki Gassen Ponpoko,1
Deltora Quest,1
Persona 4 the Golden Animation,2
Uchuu Senshi Baldios,1
Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,1
Cowboy Bebop,28
Appleseed,1
Bishoujo Senshi Sailor Moon SuperS Gaiden: Ami-chan no Hatsukoi,1
Aharen-san wa Hakarenai,2
Fairy Tail Movie 2: Dragon Cry,2
Blood-C: The Last Dark,1
Full Metal Panic!,1
Hellsing,1
Selection Project,2
Mahou Shoujo Ikusei Keikaku,1
Wan Sheng Jie 2,1
Bitch na Inane-sama,1
Rebecca,1
Gakuen Handsome,3
Atasha Kawashiri Kodama da yo: Dangerous Lifehacker no Tadareta Seikatsu,3
Tensai Ouji no Akaji Kokka Saisei Jutsu,16
Anne Happy♪,2
"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",1
Ookiku Furikabutte: Natsu no Taikai-hen,3
Gintama: The Final,4
SK∞,5
Rokka no Yuusha,1
Bai Yao Pu,1
Change!! Getter Robo: Sekai Saigo no Hi,1
3D Kanojo: Real Girl,2
Shikioriori,1
Make My Day,1
Tokyo Revengers: Seiya Kessen-hen,1
Kokoro ga Sakebitagatterunda.,3
Black Lagoon: The Second Barrage,1
Kanata no Astra,5
Nourin,2
Hikaru no Go,1
Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,1
Kaguya-sama wa Kokurasetai: Ultra Romantic,3
Clannad,3
Air Master,1
Sketchbook: Full Color's,1
Ai wa KAT-TUN,1
Soukou Kihei Votoms: The Last Red Shoulder,2
Plastic Memories,3
Mi Yu Xing Zhe,1
Majo demo Steady,1
Nisekoi:,3
One Piece Film: Strong World,1
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,2
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season,5
Majo no Takkyuubin,1
"Goodbye, Don Glees!",2
Sora yori mo Tooi Basho,4
Nagasarete Airantou,1
Lunn wa Kaze no Naka,1
Cardcaptor Sakura Movie 2: Fuuin Sareta Card,1
Jormungand,1
Minami Kamakura Koukou Joshi Jitensha-bu,1
Romantic Killer,6
5-toubun no Hanayome Movie,3
Fantasy Bishoujo Juniku Ojisan to,27
Baby I Love You Daze,1
Soredemo Sekai wa Utsukushii,2
Free! Movie 4: The Final Stroke - Zenpen,1
Buddy Complex,1
Gallery Fake,1
One Piece: Taose! Kaizoku Ganzack,1
Märchen Mädchen,1
Gintama°,5
Citrus,3
Chuunibyou demo Koi ga Shitai! Ren,3
Strange+,1
"Yuru Yuri,",1
"Inari, Konkon, Koi Iroha.",1
Kannazuki no Miko,1
Yuru Yuri♪♪,1
Ame wo Tsugeru Hyouryuu Danchi,2
Saint Seiya,1
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",14
Makai Kishi Ingrid: Re - Mesu Buta Dorei ni Ochita Makai Kishi,1
Kotonoha no Niwa,7
Fate/Grand Order: Shuukyoku Tokuiten - Kani Jikan Shinden Solomon,12
Edens Zero,2
Kara no Kyoukai Movie 1: Fukan Fuukei,1
Inu to Hasami wa Tsukaiyou,1
Wu Liuqi: Zui Qiang Fa Xing Shi,1
Ginga Eiyuu Densetsu: Die Neue These - Sakubou,2
Dragon Ball Z,5
Tsurezure Children,4
Tsuki ga Kirei,8
Junk Boy,1
Satsuriku no Tenshi,4
Futari Ecchi,1
Zoku Natsume Yuujinchou,1
Lapis Re:LiGHTs,1
Mahou Shoujo Lyrical Nanoha A's,1
Teekyuu 2 Specials,1
K-On!,10
Shin Hurricane Polymar,1
Ping Pong the Animation,3
Ginga Eiyuu Densetsu,3
Isekai wa Smartphone to Tomo ni.,2
Prison School,3
Gamers!,1
Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,1
Boku no Hero Academia 4th Season,2
Yama no Susume,1
Neon Genesis Evangelion,15
Yongzhe Donghua Xilie,1
Uchuu Kyoudai,3
Mahou Shoujo Site,1
3D Kanojo: Real Girl 2nd Season,3
Mirai Shounen Conan,1
Kono Oto Tomare! Part 2,3
Saraiya Goyou,1
Tonari no Seki-kun,1
Obey Me!,2
Boku no Hero Academia 5th Season,7
Hanhua Riji 3rd Season,1
Usseewa,1
Arifureta Shokugyou de Sekai Saikyou 2nd Season,11
Owarimonogatari,2
Eroriman,1
Kyoukai no Kanata,1
Kyonyuu Elf Oyako Saimin,1
Natsume Yuujinchou: Itsuka Yuki no Hi ni,1
Koi to Producer: EVOL×LOVE,1
Toradora!,15
Tondemo Skill de Isekai Hourou Meshi,4
Shin Kidou Senki Gundam Wing: Endless Waltz,1
Kodomo no Omocha (TV),1
Tokyo 24-ku,1
Toaru Kagaku no Railgun: Misaka-san wa Ima Chuumoku no Mato desu kara,1
Lupin Zero,1
Summertime Render,6
Itou Junji: Maniac,3
"Kanojo, Okarishimasu 2nd Season",1
Heroine Tarumono! Kiraware Heroine to Naisho no Oshigoto,1
Genmu Senki Leda,1
Fruits Basket: Prelude,2
Puchi Pri*Yucie,1
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,5
Kono Subarashii Sekai ni Shukufuku wo! 2: Kono Subarashii Geijutsu ni Shukufuku wo!,2
Tian Bao Fuyao Lu 2nd Season,1
Isekai Yakkyoku,2
Casshern Sins,2
Isekai Meikyuu de Harem wo,2
Eikoku Koi Monogatari Emma: Molders-hen,2
Amnesia,1
Gankutsuou,1
Jahy-sama wa Kujikenai!,8
Angel Densetsu,1
Kidou Senshi Gundam: Suisei no Majo,18
Great Teacher Onizuka,6
Mahou Shoujo Lyrical Nanoha: Detonation,1
Beyblade Burst Dynamite Battle,2
Cop Craft,1
High School Fleet,2
Kimetsu no Yaiba,19
Re:Zero kara Hajimeru Isekai Seikatsu,11
Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,2
Nijiiro Days,2
Great Pretender,5
Tenkuu no Shiro Laputa,2
Kyokou Suiri,2
Just Because!,1
Hunter x Hunter Pilot,1
Vinland Saga Season 2,6
Mawaru Penguindrum,3
Dance Dance Danseur,1
Higurashi no Naku Koro ni Kai,2
Shoujo Shuumatsu Ryokou,7
"Okoshiyasu, Chitose-chan",1
Fukai ni Nemuru Oujo no Abaddon The Animation,1
Dogs: Bullets & Carnage,1
Nagi no Asu kara,4
Samurai Giants,1
Ishuzoku Reviewers,5
Saikyou Donbei x Hanma Baki: Saikyou no Dongitsune Genrutsutsu,1
Yagate Kimi ni Naru,4
Transformers Zone,1
Grappler Baki (TV),1
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,1
Shin Megami Tensei: Tokyo Mokushiroku,1
Kuusen Madoushi Kouhosei no Kyoukan,1
Re-Kan!,1
Papuwa,1
One Piece,17
Aru Asa Dummy Head Mic ni Natteita Ore-kun no Jinsei,2
One Piece Film: Gold,2
Princess Tutu,2
Guilty Crown,3
Evangelion: 1.0 You Are (Not) Alone,2
Chikyuu Shoujo Arjuna,1
Oz.,1
Yuru Camp△ Season 2,3
Boku no Hero Academia the Movie 3: World Heroes' Mission - Tabidachi,2
Kanojo to Kanojo no Neko: Everything Flows,1
Bishounen Tanteidan,1
Natsume Yuujinchou San,1
Magical★Taruruuto-kun,1
Fate/Extra: Last Encore,1
Kokkoku,1
Darling in the FranXX,9
Sono Bisque Doll wa Koi wo Suru,129
Made in Abyss: Retsujitsu no Ougonkyou,5
Engage Kiss,2
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,1
Nazo no Kanojo X,4
Aya to Majo,3
Xingchen Bian: Xingchen Yao Hai,1
Gensei Shugoshin P-hyoro Ikka,1
Another,9
Yofukashi no Uta,4
Howl no Ugoku Shiro,6
Mushoku Tensei: Isekai Ittara Honki Dasu,34
Kimi ni Todoke 2nd Season,2
Minami-ke Tadaima,1
Akage no Anne,1
Final Fantasy VII: Advent Children Complete,1
Battle Royal High School,1
Initial D Fifth Stage,1
Gun x Sword,1
Doukyuusei (Movie),3
Mardock Scramble: The Third Exhaust,1
Pokemon Fushigi no Dungeon: Shutsudou Pokemon Kyuujotai Ganbaruzu!,1
Kamigawa: Kagayakeru Sekai,1
Dinghai Fusheng Lu,1
Adachi to Shimamura,1
Kage no Jitsuryokusha ni Naritakute!,28
Mamahaha no Tsurego ga Motokano datta,2
Gintama.: Shirogane no Tamashii-hen,1
Shouwa Genroku Rakugo Shinjuu,3
Aho Girl,3
Sankarea,2
Yakusoku no Neverland,3
Sarusuberi: Miss Hokusai,1
Banana Fish,12
Gosick,4
Gatchaman Crowds: Insight,1
Aria the Natural,1
Precure All Stars Movie DX: Minna Tomodachi☆Kiseki no Zenin Daishuugou!,2
Fruits Version,1
Nodame Cantabile,1
Aruite Mikka!,1
Goblin Slayer,4
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",2
Gatchaman Crowds,2
Uchuu no Hou: Reimei-hen,1
Zankyou no Terror,4
IDOLiSH7 Third Beat!,2
Sasurai no Taiyou,1
Miru Tights,1
Yodel no Onna,1
Natsume Yuujinchou Roku Specials,1
Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,1
Boruto: Naruto the Movie,1
The Big O,2
Isekai Ojisan,2
Ao Haru Ride,3
Wakaokami wa Shougakusei! Movie,1
Burn Up Excess,1
Sakurada Reset,1
Doraemon Movie 41: Nobita no Little Star Wars,1
Akanesasu Shoujo,1
Pokemon Sun & Moon,1
Elfen Lied,6
Mairimashita! Iruma-kun,4
Hajime no Ippo,4
Kidou Keisatsu Patlabor 2 the Movie,1
Aibeya The Animation,2
Kumichou Musume to Sewagakari,1
Shingeki no Kyojin Season 3,4
Musaigen no Phantom World,1
Kenja no Deshi wo Nanoru Kenja,6
Blue Period,34
"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",13
Bakuten!!,2
Fukumenkei Noise,1
Ajin Part 2 OVA,1
Shaonu Qianxian: Renxing Xiao Juchang 2,1
Naruto: Shippuuden Movie 1,1
Futoku no Guild,2
Seikai no Senki Special,1
Bungou Stray Dogs 4th Season,2
Id:Invaded,4
Mousou Dairinin,5
7 Seeds,2
Zettai Karen Children,1
Ao Oni The Animation,2
Shoujo Nosferatu,1
Danshi Koukousei no Nichijou,2
Ged Senki,1
Ryman's Club,3
Dinosaur Biyori,1
Memories,1
Sunohara-sou no Kanrinin-san,2
"Yuusha, Yamemasu",2
Ookami Kodomo no Ame to Yuki,2
Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,2
Iya na Kao sare nagara Opantsu Misete Moraitai,1
Mayonaka no Occult Koumuin,1
K: Seven Stories Movie 2 - Side:Blue - Tenrou no Gotoku,1
Space☆Dandy 2nd Season,1
Bai She II: Qing She Jie Qi,1
Heion Sedai no Idaten-tachi,1
PriPara & Kiratto Pri☆chan Movie: Kirakira Memorial Live,1
Hyouka,6
Mushikaburi-hime,2
Nazo no Kanojo X: Nazo no Natsu Matsuri,1
Gakkou no Kaidan,2
Orient,9
Bishoujo Senshi Sailor Moon R,1
Ai no Utagoe wo Kikasete,4
Cencoroll Connect,2
Zero kara Hajimeru Mahou no Sho,1
Yuugen Kaisha,1
Nyoro-n Churuya-san,1
Spy x Family Part 2,10
Odo,1
Massara,1
Azumanga Daiou The Animation,4
Fate/stay night: Unlimited Blade Works,1
Yeon-ae Halujeon 2,1
Amagi Brilliant Park,3
Maoyuu Maou Yuusha,1
Victorian Maid Maria no Houshi,1
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,2
Serial Experiments Lain,9
Ouran Koukou Host Club,5
Shigatsu wa Kimi no Uso,11
Kidou Senshi Gundam: Cucuruz Doan no Shima,1
Yoru wa Neko to Issho,2
Umi ga Kikoeru,2
IDOLiSH7,1
JoJo no Kimyou na Bouken (TV),5
Bishoujo Senshi Sailor Moon S,2
Getsuyoubi no Tawawa 2,2
Trigun: Badlands Rumble,1
Maou-jou de Oyasumi,1
City Hunter,1
8-shaku 8-wa Kerakumeguri: Igyou Kaikitan The Animation,2
Meiji Tokyo Renka,1
Cool Doji Danshi,3
Love Live! The School Idol Movie,2
ACCA: 13-ku Kansatsu-ka,2
Shijou Saikyou no Deshi Kenichi,1
Wonder Egg Priority,9
Tian Bao Fuyao Lu,1
Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,1
Anehame: Ore no Hatsukoi ga Jisshi na Wake ga Nai,2
Eievui to Colorful Friends,1
Tanoshii Muumin Ikka,1
Shokei Shoujo no Virgin Road,1
ef: A Tale of Melodies.,1
Kemono Jihen,1
Nande Koko ni Sensei ga!?,1
Wo Qi Ku Le Baiwan Xiulian Zhe,1
Dou Shen Ji,1
Akira,7
Shigofumi,1
Osananajimi ga Zettai ni Makenai Love Comedy,2
Suki ni Naru Sono Shunkan wo. Kokuhaku Jikkou Iinkai,1
Sankaku Mado no Sotogawa wa Yoru,3
Mikakunin de Shinkoukei,1
Re-Main,2
Gyokou no Nikuko-chan,2
"Kimi to, Nami ni Noretara",4
Higurashi no Naku Koro ni Kira,1
Naruto: Shippuuden Movie 5 - Blood Prison,1
Rokudenashi Majutsu Koushi to Akashic Records,2
Chuunibyou demo Koi ga Shitai! Movie: Take On Me,1
Nu Wushen de Canzhuo Spring Festival Special,1
Piano no Mori (TV),1
A-Girl,1
Death Note,32
Gingitsune,1
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,2
Konjiki no Gash Bell!!,1
Mugen no Juunin: Immortal,1
New Initial D Movie: Legend 1 - Kakusei,1
DT Eightron,1
Sidonia no Kishi,1
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,4
Initial D First Stage,1
Jin-Rou,3
Kemonozume,1
Rhythmens,1
Katekyo Hitman Reborn!,1
Yuuki Yuuna wa Yuusha de Aru: Dai Mankai no Shou,1
Queen's Blade: Rurou no Senshi,1
Tetsuwan Birdy Decode: The Cipher,1
Tetsuwan Birdy Decode,1
Golgo 13,1
All Alone With You,1
Jigoku Shoujo,1
Initial D Fourth Stage,2
Haikyuu!! To the Top,2
Ore Monogatari!!,3
Tejina-senpai,2
Kitaku-bu Katsudou Kiroku,1
Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon desu,3
The Everlasting Guilty Crown,1
Zhen Wu Dianfeng,1
BanG Dream! 5th Anniversary Animation: CiRCLE Thanks Party!,1
Mahou Shoujo Lyrical Nanoha: Reflection,1
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,3
Ao no Kanata no Four Rhythm,1
Getsuyoubi no Tawawa 2 Special,1
To LOVE-Ru Darkness,1
Bishoujo Senshi Sailor Moon: Sailor Stars,1
Vanitas no Karte Part 2,4
Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,3
Oemojisangjuui,1
Kobayashi-san Chi no Maid Dragon S,5
Naruto SD: Rock Lee no Seishun Full-Power Ninden,2
Boku no Hero Academia 2nd Season,3
Blue Reflection Ray,1
Quanzhi Gaoshou: Dianfeng Rongyao,1
Jie Yao,1
Itazura na Kiss,2
Odd Taxi,18
Kekkai Sensen & Beyond,1
Aki-Sora: Yume no Naka,1
Ore wo Suki nano wa Omae dake ka yo,2
Milu Wang,1
Yuki,1
Ubasuteyama,1
Battle Programmer Shirase,1
Shukufuku no Campanella Specials,1
5-toubun no Hanayome ∬,2
"Flanders no Inu, Boku no Patrasche",1
Outbreak Company,1
Nanatsu no Taizai: Seisen no Shirushi,1
Shin Megami Tensei Devil Children,1
Suisei no Gargantia,1
Gake no Ue no Ponyo,1
Neko no Ongaeshi,1
Utsu Musume Sayuri,1
Revenger,3
El Cazador de la Bruja,1
Trinity Seven,2
Monogatari Series: Second Season,3
Ni no Kuni,1
Jinguizi,1
Green Green,1
Yami no Matsuei,1
Super Cub,1
Kimetsu no Yaiba: Mugen Ressha-hen,9
Ojamajo Doremi Na-i-sho,1
Aa! Megami-sama!,2
Sakamoto desu ga?,3
K: Seven Stories Movie 5 - Memory of Red - Burn,1
Chika Gentou Gekiga: Shoujo Tsubaki,1
Kakegurui,4
Ginga Eiyuu Densetsu Gaiden,1
Maria-sama ga Miteru 3rd,1
Bungou Stray Dogs 2nd Season,3
Noragami Aragoto,2
Lupin III: The First,1
Darker than Black: Ryuusei no Gemini,1
Musabi Daibakuhatsu,1
iDOLM@STER Xenoglossia Specials,1
Kagerou Daze: In a Day's,1
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,2
Da Wang Rao Ming,10
Koutetsujou no Kabaneri Movie 3: Unato Kessen,1
Enen no Shouboutai: Ni no Shou,2
Black★Rock Shooter (TV),1
Star Wars: Visions,2
Houma Hunter Lime,1
Sword Art Online Alternative: Gun Gale Online,1
Taishou Otome Otogibanashi,10
Non Non Biyori Nonstop: Bukatsu wo Ganbatta,4
IGPX: Immortal Grand Prix (2005),1
Kerokko Demetan,1
Kidou Senshi Gundam: Senkou no Hathaway,2
Legend of Basara,1
Nanbaka,1
Yowamushi Pedal: Limit Break,1
Fumetsu no Anata e 2nd Season,2
Tasogare Otome x Amnesia: Taima Otome,1
Hataraku Maou-sama!!,2
Mononoke Hime,4
Tanaka-kun wa Itsumo Kedaruge,3
Bing Zhu Qi Hun,1
Ba Ma Laizi Er Ciyuan,1
Mach GoGoGo,1
"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",1
Shinmai Renkinjutsushi no Tenpo Keiei,1
Youkoso Japari Park,1
Turn A Gundam,1
Detective Conan,1
Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,2
Bamboo Blade,1
Oushitsu Kyoushi Heine,1
Saimin Seishidou,1
Uma Musume: Pretty Derby Season 2,1
Zhen Dao Ge: Chenshi Hang,1
Suzumiya Haruhi no Yuuutsu,1
Shirobako,1
Oshi ga Budoukan Ittekuretara Shinu,1
Senryuu Shoujo,1
Sakugan,1
Tensei Oujo to Tensai Reijou no Mahou Kakumei,7
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,34
Heike Monogatari,4
SSSS.Gridman,1
Shingeki no Kyojin Season 3 Part 2,5
With Pochi! Yoshi's Woolly World Special Anime,1
Kidou Keisatsu Patlabor,2
Natsume Yuujinchou,1
"Yosuga no Sora: In Solitude, Where We Are Least Alone.",1
Grisaia no Rakuen,1
Highschool of the Dead,2
Bakuon!!,1
Jidao Long Shen,1
Kingdom 3rd Season,3
Blend S,3
Chihayafuru,2
Akatsuki no Yona,2
Nagato Yuki-chan no Shoushitsu,1
Boku no Hero Academia,6
Condom Battler Gorou: Revive,1
Bakemonogatari,10
Mekakucity Actors,3
Fushigi no Umi no Nadia,1
Baka to Test to Shoukanjuu: Matsuri,1
Free!,1
Lie Huo Jiao Chou,1
Koisuru Asteroid,1
Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,1
Zoku Owarimonogatari,1
Chiisana Tsubomi no Sono Oku ni...,1
Uchuu Senkan Yamato,2
Yong Sheng,1
Metal Fight Beyblade,1
Girls Bravo: Second Season,1
Puparia,1
Toaru Kagaku no Railgun S,1
Code Geass: Hangyaku no Lelouch R2,8
Da Li Si Rizhi 2nd Season,2
