Title,count
Ame wo Tsugeru Hyouryuu Danchi,2
Saint Seiya,1
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",1
Makai Kishi Ingrid: Re - Mesu Buta Dorei ni Ochita Makai Kishi,1
Kotonoha no Niwa,2
Berserk: Ougon Jidai-hen - Memorial Edition,6
Ginga Eiyuu Densetsu: Die Neue These - Sakubou,3
Dragon Ball Z,3
Tsurezure Children,3
Tsuki ga Kirei,1
Junk Boy,1
Lapis Re:LiGHTs,1
Ginga Tetsudou 999,1
Teekyuu 2 Specials,1
K-On!,4
Shin Hurricane Polymar,1
Ping Pong the Animation,3
Ginga Eiyuu Densetsu,3
Isekai wa Smartphone to Tomo ni.,1
Prison School,1
Pelican Road Club Caroucha,1
Cyborg 009: The Cyborg Soldier,1
Yama no Susume,1
Neon Genesis Evangelion,5
Yongzhe Donghua Xilie,1
Uchuu Kyoudai,2
Mahou Shoujo Site,1
Non Non Biyori,1
Boku no Hero Academia 5th Season,1
Hanhua Riji 3rd Season,1
Usseewa,1
Kyoukai no Kanata,1
Arifureta Shokugyou de Sekai Saikyou 2nd Season,1
Mesudachi The Animation,1
Toradora!,4
Tondemo Skill de Isekai Hourou Meshi,4
Lupin Zero,1
Summertime Render,20
Itou Junji: Maniac,3
"Kanojo, Okarishimasu 2nd Season",2
Heroine Tarumono! Kiraware Heroine to Naisho no Oshigoto,1
Genmu Senki Leda,1
Fruits Basket: Prelude,1
Ling Feng Zhe,1
Isekai Yakkyoku,3
Casshern Sins,2
Isekai Meikyuu de Harem wo,6
Eikoku Koi Monogatari Emma: Molders-hen,1
Jahy-sama wa Kujikenai!,1
Gankutsuou,1
Douluo Dalu 2nd Season,1
Kidou Senshi Gundam: Suisei no Majo,22
Great Teacher Onizuka,4
Hanbun no Tsuki ga Noboru Sora,1
Transformers: Robot Masters,1
Bubblegum Crash,1
Kimetsu no Yaiba,9
Re:Zero kara Hajimeru Isekai Seikatsu,7
Choujin Koukousei-tachi wa Isekai demo Yoyuu de Ikinuku you desu!,1
Nijiiro Days,1
Just Because!,2
Seiyou Kottou Yougashiten: Antique,1
Vinland Saga Season 2,6
Mawaru Penguindrum,1
Dance Dance Danseur,1
Higurashi no Naku Koro ni Kai,2
Shoujo Shuumatsu Ryokou,2
Sister Princess,1
Diamond no Ace: Act II,1
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,2
Aiura,1
Tonari no Onigiri-kun,1
Ishuzoku Reviewers,3
Saikyou Donbei x Hanma Baki: Saikyou no Dongitsune Genrutsutsu,2
Yagate Kimi ni Naru,2
Transformers Zone,1
One Piece,17
Aru Asa Dummy Head Mic ni Natteita Ore-kun no Jinsei,3
Sakura Trick,1
Oz.,1
Yuru Camp△ Season 2,1
Kanojo to Kanojo no Neko: Everything Flows,1
Kokkoku,1
Darling in the FranXX,6
Sono Bisque Doll wa Koi wo Suru,6
Made in Abyss: Retsujitsu no Ougonkyou,11
Engage Kiss,2
Kyoukai no Kanata Movie 2: I'll Be Here - Mirai-hen,1
Another,5
Yofukashi no Uta,10
Howl no Ugoku Shiro,2
Mushoku Tensei: Isekai Ittara Honki Dasu,6
Kimi ni Todoke 2nd Season,1
Minami-ke Tadaima,1
Kuroko no Basket,1
Battle Royal High School,1
Doukyuusei (Movie),2
Adachi to Shimamura,1
Popee the Performer,1
Xie Wang Zhui Qi: Yishi Qingcheng,1
Kage no Jitsuryokusha ni Naritakute!,44
Mamahaha no Tsurego ga Motokano datta,2
Gintama.: Shirogane no Tamashii-hen,1
Shouwa Genroku Rakugo Shinjuu,1
Aho Girl,1
Sankarea,1
Nodame Cantabile,1
Banana Fish,2
Yakusoku no Neverland,1
Goblin Slayer,3
Akagami no Shirayuki-hime 2nd Season,1
Akai Hayate,1
Micchiri Neko,1
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",1
Zankyou no Terror,2
IDOLiSH7 Third Beat!,1
"Yondemasu yo, Azazel-san. (TV)",1
Kyonyuu Fantasy,1
Xi Yangyang Yu Hui Tailang,1
Boruto: Naruto the Movie,1
The Big O,2
Isekai Ojisan,6
Elfen Lied,4
Mairimashita! Iruma-kun,3
Hajime no Ippo,3
Kidou Keisatsu Patlabor 2 the Movie,1
Aibeya The Animation,2
Kumichou Musume to Sewagakari,3
Shingeki no Kyojin Season 3,1
Musaigen no Phantom World,1
Sinbi Apateu: Ghost Ball Bimil,1
Naruto: Shippuuden Movie 1,1
Futoku no Guild,10
Seikai no Senki Special,1
Bungou Stray Dogs 4th Season,2
Id:Invaded,2
Danshi Koukousei no Nichijou,1
Memories,1
Mousou Dairinin,1
Sunohara-sou no Kanrinin-san,1
"Yuusha, Yamemasu",3
Ookami Kodomo no Ame to Yuki,2
Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,2
High Score,1
Iya na Kao sare nagara Opantsu Misete Moraitai,2
Hyouka,2
Mushikaburi-hime,10
Gakkou no Kaidan,2
Ai no Utagoe wo Kikasete,1
Spy x Family Part 2,33
Odo,1
Fate/stay night: Unlimited Blade Works,1
Kyuukyoku Choujin R,1
Princess Principal,1
Azumanga Daiou The Animation,2
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,3
Serial Experiments Lain,4
Ouran Koukou Host Club,4
Shigatsu wa Kimi no Uso,3
Kidou Senshi Gundam: Cucuruz Doan no Shima,1
Yoru wa Neko to Issho,2
Umi ga Kikoeru,2
IDOLiSH7,1
JoJo no Kimyou na Bouken (TV),4
Trigun: Badlands Rumble,1
Burn the Witch,1
Cool Doji Danshi,7
Love Live! The School Idol Movie,1
ACCA: 13-ku Kansatsu-ka,1
Shijou Saikyou no Deshi Kenichi,1
Tanoshii Muumin Ikka,1
Shokei Shoujo no Virgin Road,2
Nande Koko ni Sensei ga!?,1
Manaria Friends,2
Akira,4
Shigofumi,1
Bubble,1
Otome wa Boku ni Koishiteru,1
Gyokou no Nikuko-chan,1
Akagami no Shirayuki-hime,1
Kidou Senshi Gundam 00,1
Naruto: Shippuuden Movie 5 - Blood Prison,1
Chuunibyou demo Koi ga Shitai! Movie: Take On Me,1
Yi Nian Yong Heng: Chuan Cheng Pian,2
Death Note,11
Gingitsune,1
New Initial D Movie: Legend 1 - Kakusei,1
SmaSTATION-3 SMAnime,1
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,2
Initial D First Stage,1
Golgo 13,1
Ookami to Koushinryou II,1
All Alone With You,1
Jigoku Shoujo,2
Ore Monogatari!!,2
Haikyuu!! To the Top,1
The Everlasting Guilty Crown,1
Zhen Wu Dianfeng,1
Komori-san wa Kotowarenai!,1
Ashita no Joe,1
Vanitas no Karte Part 2,2
Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,1
Oemojisangjuui,25
Tokyo Godfathers,5
Shinmai Maou no Testament Burst: Toujou Basara no Shigoku Heiwa na Nichijou,1
Odd Taxi,5
Kekkai Sensen & Beyond,1
Aki-Sora: Yume no Naka,1
Ore wo Suki nano wa Omae dake ka yo,1
Milu Wang,1
5-toubun no Hanayome ∬,2
Kakurenbo (2012),1
Nanatsu no Taizai: Seisen no Shirushi,1
Shin Megami Tensei Devil Children,1
Revenger,3
El Cazador de la Bruja,1
Super Cub,1
Kimetsu no Yaiba: Mugen Ressha-hen,2
Ojamajo Doremi Na-i-sho,1
Aa! Megami-sama!,1
Sakamoto desu ga?,1
Kakegurui,2
Chika Gentou Gekiga: Shoujo Tsubaki,1
Long Zu,2
Bungou Stray Dogs 2nd Season,1
Musabi Daibakuhatsu,1
iDOLM@STER Xenoglossia Specials,1
Kagerou Daze: In a Day's,1
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,2
Koutetsujou no Kabaneri Movie 3: Unato Kessen,1
Enen no Shouboutai: Ni no Shou,2
Star Wars: Visions,2
Houma Hunter Lime,1
Sword Art Online Alternative: Gun Gale Online,2
Yowamushi Pedal: Limit Break,1
Fumetsu no Anata e 2nd Season,5
Tasogare Otome x Amnesia: Taima Otome,1
Hataraku Maou-sama!!,3
Mononoke Hime,3
Tanaka-kun wa Itsumo Kedaruge,1
Puni Puni☆Poemii,1
Shinmai Renkinjutsushi no Tenpo Keiei,2
Youkoso Japari Park,1
Kaitou Joker,1
Detective Conan,1
Oushitsu Kyoushi Heine,1
Utawarerumono: Futari no Hakuoro,2
Love Live! School Idol Project 2nd Season,1
Shirobako,1
Kawaii dake ja Nai Shikimori-san,2
Tensei Oujo to Tensai Reijou no Mahou Kakumei,7
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,4
Heike Monogatari,1
SSSS.Gridman,1
Shingeki no Kyojin Season 3 Part 2,1
Jidao Long Shen,1
Kingdom 3rd Season,2
Blend S,1
Chihayafuru,2
Akatsuki no Yona,2
Hajime no Ippo: Champion Road,1
Bakemonogatari,7
Mekakucity Actors,2
Fushigi no Umi no Nadia,1
Ramen Daisuki Koizumi-san,1
Koisuru Asteroid,1
Yama no Susume: Next Summit,3
Code Geass: Hangyaku no Lelouch R2,2
Da Li Si Rizhi 2nd Season,2
"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",9
Oshiete! Galko-chan,1
ID-0,1
Planetes,1
UniteUp!,2
Shi Cao Lao Long Bei Guan Yi E Long Zhi Ming,2
Yu☆Gi☆Oh! Duel Monsters,1
Devil May Cry,1
Kidou Senshi Gundam: Tekketsu no Orphans,1
Bocchi the Rock!,185
Akachan to Boku,1
Fuuka,1
30-sai no Hoken Taiiku,1
Changye Kaita Zhe,1
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,1
Xian Feng Jianyu Lu,1
Sen to Chihiro no Kamikakushi,3
Suzumiya Haruhi no Shoushitsu,2
Acchi Kocchi,1
Gekkan Shoujo Nozaki-kun,1
Hataage! Kemono Michi,1
Fullmetal Alchemist: Brotherhood,13
Blue Lock,36
Gintama,7
Meng Qi Shi Shen,2
Venus Senki,1
Fate/stay night,2
Shadows House,2
Horimiya,7
Hitorijime My Hero,1
Yingxiong Zai Lin,1
Bakuten!! Movie,1
Gangsta.,1
Bananya,2
Spy Kyoushitsu,1
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Fuka Shou - Yakusai-hen,1
Chokotto Anime Kemono Friends 3,1
FLCL,1
Ryouma! The Prince of Tennis Shinsei Movie: Tennis no Ouji-sama,1
Tenkuu no Escaflowne,1
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,6
Shingeki no Kyojin,9
In the Back Room,1
Ajin Part 2: Shoutotsu,1
Soul Eater NOT!,2
Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta.,2
Gokusen,1
Koukaku Kidoutai,3
Bleach: Sennen Kessen-hen,56
Minami-ke,1
Saikin Yatotta Maid ga Ayashii,4
Uta no☆Prince-sama♪ Maji Love ST☆RISH Tours: Tabi no Hajimari,1
Overlord IV,4
Sword Art Online: Full Dive - Opening Eizou,1
Angel Beats!,4
Fresh Precure!,1
Kagejitsu!,1
Fruits Basket,1
Rekka no Honoo,1
Kenpuu Denki Berserk,1
Peter Grill to Kenja no Jikan: Super Extra,4
Muv-Luv Alternative,1
Seikai no Senki,1
Tsubasa: Tokyo Revelations,1
Eiga Daisuki Pompo-san,1
Ajin Part 3: Shougeki,1
Kidou Senshi Gundam II: Ai Senshi-hen,1
Densetsu no Yuusha da Garn,1
Beautiful World,1
Kakegurui Twin,1
Comic Girls,1
Dead Leaves,1
Kiseijuu: Sei no Kakuritsu,1
BNA,1
Kaijin Kaihatsu-bu no Kuroitsu-san,1
Akebi-chan no Sailor-fuku,1
Pandora to Akubi,1
Maria†Holic,1
Shuumatsu no Harem,1
Oniichan wa Oshimai!,11
Eternal Boys,1
Heppoko Jikken Animation Excel♥Saga,1
Ashita no Joe 2,1
Tabi Machi Late Show,1
Mob Psycho 100 III,53
Hakozume: Kouban Joshi no Gyakushuu,2
Kagami no Kojou,1
3-gatsu no Lion 2nd Season,1
Bishoujo Senshi Sailor Moon,1
Akudama Drive,1
Cardcaptor Sakura,2
"Fuufu Ijou, Koibito Miman.",36
Naruto: Shippuuden,4
Hand Maid May,1
One Piece Film: Red,6
Golgo 13: Queen Bee,1
SSSS.Dynazenon,3
Spy x Family,17
Inou-Battle wa Nichijou-kei no Naka de,2
Death Note: Rewrite,1
Ex-Arm,1
Gokushufudou Season 2,5
Dr. Slump,1
California Crisis: Tsuigeki no Juuka,1
Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,1
"Tensei Kenja no Isekai Life: Dai-2 no Shokugyou wo Ete, Sekai Saikyou ni Narimashita",1
Kidou Senshi Gundam SEED,1
Koi Kaze,1
Ayakashi Triangle,1
Black Magic M-66,1
Clannad: After Story,3
Kuzu no Honkai,4
Shuumatsu no Walküre II,5
Uzaki-chan wa Asobitai!,1
Watashi ga Motete Dousunda,1
Liz to Aoi Tori,4
Hidamari Sketch,1
Marudase Kintarou,1
Otonari no Tenshi-sama ni Itsunomanika Dame Ningen ni Sareteita Ken,7
Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,3
Kanojo mo Kanojo,1
Mahouka Koukou no Rettousei: Raihousha-hen,1
Sword Art Online: Extra Edition,1
Himegoto,1
Kamisama ni Natta Hi,1
NieR:Automata Ver1.1a,6
Isekai Meikyuu de Harem wo Specials,1
Ginga Kikoutai Majestic Prince,1
Youkoso! Sukebe Elf no Mori e,1
Kanon (2006),1
Shoujo Ramune,1
Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,1
Yuukoku no Moriarty OVA,1
Reiwa no Di Gi Charat,1
Agitated Screams of Maggots,1
Karakai Jouzu no Takagi-san,1
Psycho-Pass,2
Panty & Stocking with Garterbelt,2
Cutey Honey F,1
Aria the Animation,1
Yuukoku no Moriarty,3
Mahou Shoujo Madoka★Magica,7
Cowboy Bebop: Tengoku no Tobira,1
Soredemo Tsuma wo Aishiteru 2,1
Boku dake ga Inai Machi,3
Shaonian Ge Xing,1
Ousama Ranking,2
Mitsuboshi Colors,1
Takt Op. Destiny,1
Landlock,1
Kara no Kyoukai Movie 8: Shuushou,2
Hokuto no Ken: Raoh Gaiden Junai-hen,1
Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e,1
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,1
Trigun Stampede,14
Kidou Senshi Gundam 0080: Pocket no Naka no Sensou,2
Koori Zokusei Danshi to Cool na Douryou Joshi,3
Kao Ni La Zhanshen Xitong,1
Flip Flappers,1
Nyanko Days,1
Tensei shitara Ken deshita,31
86,11
"Mori no Kuma-san, Toumin-chuu.",1
Gyakkyou Burai Kaiji: Ultimate Survivor,1
Kaichou wa Maid-sama!,1
Sonny Boy,3
Makiba no Shoujo Katri,1
Quanzhi Fashi,1
Ningen Fushin no Boukensha-tachi ga Sekai wo Sukuu you desu,2
Black★Rock Shooter,1
K-On!!,1
Fate/stay night: Unlimited Blade Works 2nd Season,1
Kaguya-hime no Monogatari,2
Dragon Ball Super: Broly,1
Kidou Senshi Gundam: Dai 08 MS Shoutai,1
Harbor Light Monogatari: Fashion Lala yori,1
Henkei Shoujo,1
Angel Cop,1
Monster,3
Soredemo Ayumu wa Yosetekuru,2
Asagao to Kase-san.,1
Bungou Stray Dogs,2
Ao Ashi,8
Steins;Gate,7
Xian Wang de Richang Shenghuo 3,3
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,1
Hoshiai no Sora,1
Battle Athletess Daiundoukai (TV),1
Yojouhan Time Machine Blues,2
Top wo Nerae! Gunbuster,2
Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,4
Saiki Kusuo no Ψ-nan,2
Nanatsu no Taizai: Ensa no Edinburgh,3
Kamiarizuki no Kodomo,1
Tenkuu Shinpan,2
Kuroshitsuji II Specials,1
Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,1
Shakunetsu Kabaddi,1
Kuma Kuma Kuma Bear,3
Ergo Proxy,3
The Missing 8,1
Visual Prison,1
Neon Genesis Evangelion: The End of Evangelion,2
Totsuzen! Neko no Kuni Banipal Witt,1
Beelzebub,1
"Eiyuu-ou, Bu wo Kiwameru Tame Tenseisu: Soshite, Sekai Saikyou no Minarai Kishi♀",2
Vampire Hunter D (2000),4
Koe no Katachi,8
Xin Shen Bang: Yang Jian,2
Planetarian: Hoshi no Hito,1
Usagi Drop,2
Deca-Dence,1
Yinhe Zhi Xin,2
Tokyo Mew Mew New ♡,1
Anime de Wakaru Shinryounaika,1
Vampire Hunter D,1
Kimetsu no Yaiba Movie: Mugen Ressha-hen,3
NHK ni Youkoso!,8
Imaizumin Chi wa Douyara Gal no Tamariba ni Natteru Rashii,1
Dorohedoro,2
Darker than Black: Kuro no Keiyakusha,1
Let You Down,1
Nana,5
Vampire Holmes,1
Stranger: Mukou Hadan,1
Salamander,1
Sakigake!! Otokojuku,1
Tian Mei De Yao Hen,2
Shingeki no Kyojin Season 2,3
"Kanojo, Okarishimasu",1
I''s,1
Kiniro no Corda: Primo Passo,1
Hinamatsuri (TV),1
Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,1
Mouse,1
Grancrest Senki,1
Gunslinger Girl: Il Teatrino OVA,1
Bokutachi no Remake,2
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen,2
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,1
Karigurashi no Arrietty,1
Carnival Phantasm,1
Dolls' Frontline,1
Re:Creators,1
Shuumatsu no Walküre,2
Kaleido Star,1
Kimi ni Todoke,2
Doupo Cangqiong,1
Pan de Peace!,1
Gintama.,1
Tenkuu Danzai Skelter+Heaven,3
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou II",6
Isekai Nonbiri Nouka,6
Buddy Daddies,10
The First Slam Dunk,4
Blame!,1
My Little Goat,1
Uchuu Patrol Luluco,1
Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,1
DearS,1
Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,1
Hidamari Sketch: Sae Hiro Sotsugyou-hen,1
Tabi,1
Gintama: Nanigoto mo Saiyo ga Kanjin nano de Tasho Senobisuru Kurai ga Choudoyoi,1
Lycoris Recoil,12
Zero no Tsukaima F,1
Kaze Tachinu,2
Otome Game Sekai wa Mob ni Kibishii Sekai desu,1
Ben-To,1
Drifters,2
Gabriel DropOut,1
Comic Party,1
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",2
Rougo ni Sonaete Isekai de 8-manmai no Kinka wo Tamemasu,3
Danshi Koukousei no Nichijou Specials,1
Nendo no Tatakai,1
Ani ni Tsukeru Kusuri wa Nai!,1
Arifureta Shokugyou de Sekai Saikyou,1
Gyakkou,1
Poputepipikku 2nd Season,7
Druaga no Tou: The Aegis of Uruk,1
Meikyuu Black Company,1
Gintama Movie 1: Shinyaku Benizakura-hen,1
Paripi Koumei,1
No Game No Life,1
Eizouken ni wa Te wo Dasu na!,2
"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",1
Shiguang Dailiren,4
Ansatsu Kyoushitsu 2nd Season,1
Chio-chan no Tsuugakuro,1
Fruits Basket 1st Season,2
Phi Brain: Kami no Puzzle,1
Tokyo Ghoul,1
Yu☆Gi☆Oh! VRAINS,1
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,5
Tokyo Revengers,5
Yojouhan Shinwa Taikei,2
Kono Subarashii Sekai ni Shukufuku wo!,3
Soukihei MD Geist,2
Yukueshirezu,1
Miira no Kaikata,1
Blue Gender,1
Kotarou wa Hitorigurashi,3
Baccano!,3
Interstella5555: The 5tory of The 5ecret 5tar 5ystem,1
Abunai Sisters: Koko & Mika,1
Himitsu no Akko-chan,1
Housekishou Richard-shi no Nazo Kantei,1
Inazuma Eleven,1
One Punch Man,5
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,3
Pokemon: The Origin,1
Claymore,2
Zhongguo Qi Tan,2
Xing Hai Qishi,1
World Trigger 3rd Season,1
Dragon Half,1
Fight Song,2
Readymade,1
Hokuto no Ken Movie,1
Flying Witch,1
Sekai no Owari ni Shiba Inu to,1
Tu Bian Ying Xiong Leaf,1
Dominion,1
World Trigger,1
Beck,1
Kill Me Baby,2
Koukyoushihen Eureka Seven,1
Pui Pui Molcar,1
Noein: Mou Hitori no Kimi e,1
Ikkyuu-san,1
Cyberpunk: Edgerunners,28
Sword Art Online,3
"Kumo desu ga, Nani ka?",4
Zero no Tsukaima,1
Kuroshitsuji,2
Asobi Asobase,5
Ajin,1
JoJo no Kimyou na Bouken Part 3: Stardust Crusaders,4
Kiss x Sis (TV),1
Kino no Tabi: The Beautiful World - The Animated Series,1
Golden Kamuy 2nd Season OVA,1
Love Me: Kaede to Suzu The Animation,1
5-toubun no Hanayome,3
Josee to Tora to Sakana-tachi,1
Urusei Yatsura (2022),8
Shinobi no Ittoki,4
Akiba Meido Sensou,33
Nisemonogatari,1
