title,count
Yes ka No ka Hanbun ka,1
Dr. Stone: Ryuusui,11
Shinchou Yuusha: Kono Yuusha ga Ore Tueee Kuse ni Shinchou Sugiru,3
Fudanshi Koukou Seikatsu,1
Owarimonogatari 2nd Season,1
BanG Dream! Garupa☆Pico,1
Sojunghan Nal-ui Kkum,1
Toutotsu ni Egypt Shin,1
Yamada-kun to 7-nin no Majo,2
Ninin ga Shinobuden,1
Rakudai Kishi no Cavalry,6
Ansatsu Kyoushitsu,7
Ginga Nagareboshi Gin,2
Tales of Symphonia The Animation: Sylvarant-hen,1
Fate/Zero 2nd Season,6
Radiant 2nd Season,1
Paprika,1
Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna,1
Koukaku Kidoutai: Stand Alone Complex,2
Rosario to Vampire Capu2,1
Vinland Saga,5
Kill la Kill,6
Caligula (TV),1
High School DxD,4
Macross F Movie 1: Itsuwari no Utahime,1
Texhnolyze,3
Toaru Kagaku no Accelerator,2
ReLIFE: Kanketsu-hen Specials,1
Kareshi Kanojo no Jijou,2
Ikkitousen: Great Guardians,1
Chiikawa,1
Densetsu no Yuusha no Densetsu,1
Blade Runner: Black Lotus,1
Dragon Ball Super,3
"Shijou Saikyou no Daimaou, Murabito A ni Tensei suru",6
Fairy Tail (2014),1
Omoide no Marnie,1
Orange,2
Nisekoi,1
Gochuumon wa Usagi desu ka? Bloom,1
Maburaho,1
"Gate: Jieitai Kanochi nite, Kaku Tatakaeri Part 2",1
Deltora Quest,1
Gunsmith Cats,1
Monster Strike Anime: Kieyuku Uchuu-hen,1
Cider no You ni Kotoba ga Wakiagaru,5
Shokugeki no Souma: San no Sara - Kyokuseiryou no Erina,1
Tsurune: Kazemai Koukou Kyuudou-bu,2
Psycho-Pass 2,1
Danna ga Nani wo Itteiru ka Wakaranai Ken 2 Sure-me,1
Michiko to Hatchin,1
Marine Shukkou!!,4
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen Recap,1
Manyuu Hikenchou,1
KochinPa!,1
Fire Emblem Heroes: Lonely Puppeteer (Spring Remix),1
Cowboy Bebop,9
Aharen-san wa Hakarenai,43
Tsuujou Kougeki ga Zentai Kougeki de Ni-kai Kougeki no Okaasan wa Suki desu ka?,3
Element Hunters,1
Cossette no Shouzou,3
"Ayanami Rei, Hajimete no Kuchibeni",1
Hellsing,1
Doupo Cangqiong 4th Season,1
Ano Hi Mita Hana no Namae wo Bokutachi wa Mada Shiranai. Movie,1
Mahou Shoujo Ikusei Keikaku,1
Gakuen Handsome,2
Sengoku Basara: Setonai no Gekitotsu! Hi wo Fuku Umi no Daiyousai - Fugaku!!,1
Kyochuu Rettou Movie,2
Tensai Ouji no Akaji Kokka Saisei Jutsu,10
Tsugumomo,1
"Doukyonin wa Hiza, Tokidoki, Atama no Ue.",3
Dagashi Kashi,1
Sousei no Aquarion,1
3D Kanojo: Real Girl,6
SK∞,4
Babylon,4
Love Live! Nijigasaki Gakuen School Idol Doukoukai 2nd Season,10
Gintama: The Final,5
Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,1
Oniisama e...,2
Shikioriori,1
Black Lagoon: The Second Barrage,1
Pokemon (2019),1
Jiyi Guanli Ju,1
Kokoro ga Sakebitagatterunda.,1
Plastic Memories,6
Kaguya-sama wa Kokurasetai: Ultra Romantic,149
Rikei ga Koi ni Ochita no de Shoumei shitemita. Heart,12
Cat Shit One,1
Clannad,3
Oneshota The Animation,1
Tom Sawyer no Bouken,1
Sketchbook: Full Color's,1
Mahou Shoujo Ore,1
Uramichi Oniisan,3
Detective Conan Movie 15: Quarter of Silence,1
I Think You're a Little Confused,1
Majo no Takkyuubin,2
"Goodbye, Don Glees!",1
Aru Tabibito no Nikki,1
Jormungand,2
Sora yori mo Tooi Basho,2
Yahari Ore no Seishun Love Comedy wa Machigatteiru. Zoku,1
Fantasy Bishoujo Juniku Ojisan to,6
5-toubun no Hanayome Movie,1
Yoru wa Mijikashi Arukeyo Otome,2
Higashi no Eden Movie II: Paradise Lost,1
Dragon Ball Z Movie 05: Tobikkiri no Saikyou tai Saikyou,2
Sekaiichi Hatsukoi: Propose-hen,1
Free! Movie 4: The Final Stroke - Zenpen,1
Kiniro Mosaic: Thank You!!,1
Absolute Duo,1
Dennou Coil,2
Gintama°,3
Citrus,1
Chuunibyou demo Koi ga Shitai! Ren,1
Yuyushiki,1
Marginal Prince: Gekkeiju no Ouji-tachi,1
Kunoichi Tsubaki no Mune no Uchi,13
Mokkai Shiyo?,1
Wu Liuqi: Zui Qiang Fa Xing Shi,1
"Shin no Nakama ja Nai to Yuusha no Party wo Oidasareta node, Henkyou de Slow Life suru Koto ni Shimashita",4
Edens Zero,5
He Nü'er De Richang,1
Saint Seiya,3
Kotonoha no Niwa,3
Dragon Ball Z,5
Ladies versus Butlers!,1
Machikado Mazoku,1
Tsuki ga Kirei,6
Tsurezure Children,1
Dragon Ball Super: Super Hero,4
Happy Birthday: Inochi Kagayaku Toki,1
Satsuriku no Tenshi,1
Ginga Eiyuu Densetsu,8
Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen OVA,3
K-On!,6
Ping Pong the Animation,5
Maou Dante,1
Prison School,2
Isekai wa Smartphone to Tomo ni.,1
Gamers!,6
Full Moon wo Sagashite,2
Sakurako-san no Ashimoto ni wa Shitai ga Umatteiru,1
Araburu Kisetsu no Otome-domo yo.,1
Yoru ni Kakeru,1
Shippuu! Iron Leaguer,1
Neon Genesis Evangelion,12
Uchuu Kyoudai,1
3D Kanojo: Real Girl 2nd Season,2
Non Non Biyori,2
Mayoiga,1
Obey Me!,1
Dogeza de Tanondemita: Isekai-hen,1
Fushigi Sekai Atagoul Monogatari,1
A.I.C.O.: Incarnation,1
Gyakkyou Burai Kaiji: Hakairoku-hen,1
Arifureta Shokugyou de Sekai Saikyou 2nd Season,18
Tsurune: Kazemai Koukou Kyuudou-bu - Yabai,1
Owarimonogatari,1
Boku no Hero Academia 5th Season,3
Hololive Alternative,1
Initial D Battle Stage 3,1
Kyoukai no Kanata,3
"Otaku ni Yasashii Gal toka, Kyonyuu no Osananajimi toka.",1
Toradora!,14
Tokyo 24-ku,3
Miss Monochrome The Animation,1
"Kanojo, Okarishimasu 2nd Season",7
Summertime Render,22
Urawa no Usagi-chan,1
Heroine Tarumono! Kiraware Heroine to Naisho no Oshigoto,8
Yahari Ore no Seishun Love Comedy wa Machigatteiru.,5
Tian Bao Fuyao Lu 2nd Season,1
Kishuku Gakkou no Juliet,2
Fruits Basket: Prelude,12
Karakuri Circus,1
Ranma ½: Yomigaeru Kioku,1
Gankutsuou,4
Isekai Yakkyoku,6
Isekai Meikyuu de Harem wo,2
Casshern Sins,1
Eikoku Koi Monogatari Emma: Molders-hen,1
Ikkitousen: Xtreme Xecutor,1
Nekopara,1
Angel Densetsu,1
Jahy-sama wa Kujikenai!,1
Great Teacher Onizuka,6
Shin Gengou Nyankogelion,1
Higashi no Eden,1
Battle Spirits: Heroes,1
Azuki-chan,1
Kamisama no Memochou,1
Kimetsu no Yaiba,10
Kyokou Suiri,2
Re:Zero kara Hajimeru Isekai Seikatsu,10
Just Because!,1
Great Pretender,7
Nijiiro Days,1
Tenkuu no Shiro Laputa,2
Dance Dance Danseur,33
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 3rd Season,16
High School DxD BorN,2
Higurashi no Naku Koro ni Kai,1
Level E,1
Mawaru Penguindrum,1
Fanren Xiu Xian Chuan 2nd Season,1
Shoujo Shuumatsu Ryokou,3
Nagi no Asu kara,1
Wanwan Sanjuushi,1
Poputepipikku TV Special,1
Yagate Kimi ni Naru,9
Sakura Momoko Gekijou: Coji-Coji,1
Ishuzoku Reviewers,7
Grappler Baki (TV),1
Re-Kan!,1
One Piece,33
Guilty Crown,5
Ultraman,1
Sakura Trick,2
One Piece Film: Gold,1
Po,2
Saiyuuki Reload: Zeroin,2
Bishounen Tanteidan,5
Koukaku Kidoutai: SAC_2045 Season 2,6
One Punch Man Specials,1
Yuru Camp△ Season 2,1
Princess Principal: Crown Handler Movie 2 - Revealing Reviews,1
Sono Bisque Doll wa Koi wo Suru,62
Made in Abyss: Retsujitsu no Ougonkyou,5
Engage Kiss,4
Nazo no Kanojo X,3
Darling in the FranXX,11
Kokkoku,1
"\"Tokyo Ghoul: \"\"Pinto\"\"\"",1
18if,1
Yofukashi no Uta,12
Healer Girl,15
Howl no Ugoku Shiro,4
Mushoku Tensei: Isekai Ittara Honki Dasu,13
Another,5
Fairy Tail OVA,1
Kuroko no Basket,2
Aldnoah.Zero Part 2,1
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Gaiden: Sword Oratoria,1
Akage no Anne,1
Mugen no Ryvius: Light,1
Doukyuusei (Movie),2
Adachi to Shimamura,4
Dinghai Fusheng Lu,1
Mamahaha no Tsurego ga Motokano datta,1
Yakusoku no Neverland,5
Chuunibyou demo Koi ga Shitai! Kirameki no... Slapstick Noel,1
Banana Fish,5
Gosick,2
Saiunkoku Monogatari 2nd Season,1
Aho Girl,2
Kami nomi zo Shiru Sekai,1
Gintama.: Shirogane no Tamashii-hen,1
Sankarea,1
Goblin Slayer,5
"Ore no Nounai Sentakushi ga, Gakuen Love Comedy wo Zenryoku de Jama Shiteiru",1
Cheer Danshi!!,1
Kyou kara Ore wa!!,1
Show By Rock!!,2
Zankyou no Terror,7
Dragon Ball Z: Saiya-jin Zetsumetsu Keikaku,1
Love All Play,1
Sasurai no Taiyou,1
Miru Tights,1
Isekai Ojisan,9
Seikon no Qwaser,1
Boruto: Naruto the Movie,1
Sakurada Reset,1
Saint Seiya Omega,1
The Big O,1
Idol Jihen,1
Ao Haru Ride,1
Platonic Chain,1
Kumichou Musume to Sewagakari,2
Blue Period,11
Ze Tian Ji,1
Kenja no Deshi wo Nanoru Kenja,6
Elfen Lied,4
Hajime no Ippo,4
Shingeki no Kyojin Season 3,2
MM!,1
Ao no Exorcist,2
Kanashimi no Belladonna,2
Bakuten!!,1
"Sekai Saikou no Ansatsusha, Isekai Kizoku ni Tensei suru",2
Kimi no Iru Machi,1
Fukumenkei Noise,1
KochinPa! Dainiki,1
Musaigen no Phantom World,1
Id:Invaded,4
Zanting! Rang Wo Cha Gonglüe,2
Danshi Koukousei no Nichijou,5
Mousou Dairinin,1
Memories,1
Ao Oni The Animation,1
Ryman's Club,17
Witchblade,1
Ichigo Mashimaro Encore,1
Deatte 5-byou de Battle,1
"Yuusha, Yamemasu",46
Yurei Deco,1
Space☆Dandy 2nd Season,1
Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,1
Heion Sedai no Idaten-tachi,3
Ookami Kodomo no Ame to Yuki,2
Kyuukyoku Shinka shita Full Dive RPG ga Genjitsu yori mo Kusoge Dattara,3
"Clannad: Mou Hitotsu no Sekai, Tomoyo-hen",1
Hyouka,3
Gakkou no Kaidan,3
Orient,2
Zero kara Hajimeru Mahou no Sho,1
Ai no Utagoe wo Kikasete,8
Karakai Jouzu no Takagi-san: Water Slide,1
Aggressive Retsuko (ONA),1
Cencoroll Connect,1
Kingyo Chuuihou!,1
Amagi Brilliant Park,2
Azumanga Daiou The Animation,2
Massara,1
Princess Principal,1
Ore no Imouto ga Konnani Kawaii Wake ga Nai. Specials,1
Maoyuu Maou Yuusha,1
Youkoso Jitsuryoku Shijou Shugi no Kyoushitsu e 2nd Season,2
Trigun: Badlands Rumble,1
Serial Experiments Lain,10
Shigatsu wa Kimi no Uso,13
Bishoujo Senshi Sailor Moon S,1
Euphoria,1
Granblue Fantasy The Animation Season 2,1
JoJo no Kimyou na Bouken (TV),5
Ouran Koukou Host Club,4
Kidou Senshi Gundam: Cucuruz Doan no Shima,4
Madlax,1
Maou-jou de Oyasumi,5
Umi ga Kikoeru,2
Berserk: Ougon Jidai-hen III - Kourin,1
Shijou Saikyou no Deshi Kenichi,1
Wonder Egg Priority,2
Shingetsutan Tsukihime,1
Master Keaton,1
Sarazanmai,1
Neon Genesis Evangelion: Death & Rebirth,1
Nande Koko ni Sensei ga!?,3
Shokei Shoujo no Virgin Road,44
Jashin-chan Dropkick X,3
"Maou-sama, Retry!",4
Tanoshii Muumin Ikka,1
Dash! Kappei,1
Run=Dim,1
Bubble,65
Sankaku Mado no Sotogawa wa Yoru,3
Goi-sensei to Tarou,1
Osananajimi ga Zettai ni Makenai Love Comedy,3
Akira,5
Re-Main,3
Hinomaruzumou,1
Diabolik Lovers,1
Azumanga Daiou: Gekijou Tanpen,1
"Kimi to, Nami ni Noretara",4
Hadashi no Gen,1
Gyokou no Nikuko-chan,1
Akagami no Shirayuki-hime,2
Kidou Senshi Gundam 00,1
Hachimitsu to Clover,1
Rokudenashi Majutsu Koushi to Akashic Records,4
A-Girl,2
Itazura Majo to Nemuranai Machi,1
Waccha PriMagi!,1
Isekai Yarisaa,2
Death Note,18
Gingitsune,1
New Initial D Movie: Legend 1 - Kakusei,1
Kingdom 4th Season,4
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III,2
Katekyo Hitman Reborn!,1
Initial D First Stage,1
Goblin Slayer: Goblin's Crown,1
Jin-Rou,3
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta...,1
Kingdom Hearts χ Back Cover,1
Ookami to Koushinryou II,1
Ore Monogatari!!,4
Jigoku Shoujo,3
Kobayashi-san Chi no Maid Dragon S: Nippon no Omotenashi - Attend wa Dragon desu,1
Initial D Fourth Stage,1
BanG Dream! 5th Anniversary Animation: CiRCLE Thanks Party!,1
Hisone to Maso-tan,2
To LOVE-Ru Darkness,1
Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,1
Steins;Gate Movie: Fuka Ryouiki no Déjà vu,1
Keppeki Danshi! Aoyama-kun,1
Vanitas no Karte Part 2,15
Tokyo Godfathers,1
Alice in Dreamland,1
Blue Reflection Ray,1
Psycho-Pass 3,1
Genjitsu Shugi Yuusha no Oukoku Saikenki Part 2,12
Aggressive Retsuko,1
Kobayashi-san Chi no Maid Dragon S,5
Boku no Hero Academia 2nd Season,2
Conception,1
Yozakura Quartet: Tsuki ni Naku,1
Odd Taxi,16
Yuu☆Yuu☆Hakusho: Eizou Hakusho - Opening Ending Encyclopedia,1
Kekkai Sensen & Beyond,1
5-toubun no Hanayome ∬,5
Ichigo Mashimaro,3
Futa-bu!,1
Utsu Musume Sayuri,2
Nanatsu no Taizai: Seisen no Shirushi,1
Suisei no Gargantia,2
Neko no Ongaeshi,1
Lupin III: Honoo no Kioku - Tokyo Crisis,1
Koko wa Green Wood,1
Monogatari Series: Second Season,2
Bokutachi wa Benkyou ga Dekinai!,4
Super Cub,3
Pokemon Advanced Generation,1
Harem Cult,1
Osomatsu-san,2
Hotori: Tada Saiwai wo Koinegau,1
Ni no Kuni,1
Zetsubou Funsai Shoujo ∞ Amida,1
Warau Salesman,1
Magia Record: Mahou Shoujo Madoka☆Magica Gaiden Final Season - Asaki Yume no Akatsuki,3
Yami no Matsuei,1
Yamitsuki Mura: Melty Limit The Animation,1
Echo,1
Yakusoku no Neverland 2nd Season,1
Scrapped Princess,1
Kimetsu no Yaiba: Mugen Ressha-hen,3
Kakegurui,7
Estab-Life: Great Escape,6
Rewrite 2nd Season,2
Chika Gentou Gekiga: Shoujo Tsubaki,2
Maria-sama ga Miteru 3rd,1
Ryuuou no Oshigoto!,1
Black★Rock Shooter (TV),1
Da Wang Rao Ming,2
Taishou Otome Otogibanashi,3
Shachiku-san wa Youjo Yuurei ni Iyasaretai.,9
Kidou Senshi Gundam: Senkou no Hathaway,2
Non Non Biyori Nonstop: Bukatsu wo Ganbatta,1
Star Wars: Visions,2
Hunter x Hunter,2
Jiu Tian Xuan Di Jue,1
Pinky,1
Hataraku Maou-sama!!,1
Mononoke Hime,5
Shenyi Jiu Xiaojie,1
"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",5
Micro Teukgongdae Diatron 5,1
Tanaka-kun wa Itsumo Kedaruge,1
Tasogare Otome x Amnesia: Taima Otome,1
Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,1
Turn A Gundam,1
The☆Ultraman,1
Hoshi no Kirby,1
Detective Conan,2
Ouji no Honmei wa Akuyaku Reijou,1
"\"Violet Evergarden: Kitto \"\"Ai\"\" wo Shiru Hi ga Kuru no Darou\"",1
Kawaii dake ja Nai Shikimori-san,54
Reflect,4
Senryuu Shoujo,2
Onipan!,3
Sakigake!! Cromartie Koukou,2
Ginga Eiyuu Densetsu: Die Neue These - Gekitotsu,5
Suzumiya Haruhi no Yuuutsu,1
Rikei ga Koi ni Ochita no de Shoumei shitemita.,3
Shirobako,1
Love Live! School Idol Project 2nd Season,1
Uma Musume: Pretty Derby Season 2,1
SSSS.Gridman,2
"Yosuga no Sora: In Solitude, Where We Are Least Alone.",6
Shingeki no Kyojin Season 3 Part 2,6
Kami Kuzu☆Idol,2
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,15
Grisaia no Rakuen,1
Totsukuni no Shoujo (2022),11
Joshikousei: Girl's High,1
Hells,1
Highschool of the Dead,1
Natsume Yuujinchou,1
Heike Monogatari,1
Wan Sheng Jie 3,1
Megalo Box,1
Blend S,1
Chihayafuru,1
Kingdom 3rd Season,5
Boku no Hero Academia,6
Akatsuki no Yona,1
Bakemonogatari,4
Fushigi no Umi no Nadia,1
Zero no Tsukaima: Princesses no Rondo,1
1001 Nights,1
Zoku Owarimonogatari,2
Yong Sheng,1
Code Geass: Hangyaku no Lelouch R2,9
Oyayubi-hime (OVA),1
One Piece: Yume no Soccer Ou!,1
Xian Wang de Richang Shenghuo,1
Kyoukai Senki,1
Chirin no Suzu,1
Natsu e no Tobira,1
Idoly Pride,3
Kaiba,2
Yu☆Gi☆Oh! Duel Monsters,1
Wan Jie Shen Zhu,1
Les Misérables: Shoujo Cosette,1
Xue Ying Ling Zhu,1
Owari no Seraph,5
180 Byou de Kimi no Mimi wo Shiawase ni Dekiru ka?,1
Demi-chan wa Kataritai,2
Kyou kara Maou!,1
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,2
Kidou Senshi Gundam: Tekketsu no Orphans,1
Shaman King (2021),7
Boukyaku Battery,1
Kenda Master Ken (TV),1
Stand By Me Doraemon 2,1
Sen to Chihiro no Kamikakushi,5
Chuunibyou demo Koi ga Shitai! Lite,1
Spriggan (ONA),7
Hataage! Kemono Michi,1
Bungou to Alchemist: Shinpan no Haguruma,1
Suzumiya Haruhi no Shoushitsu,1
Gekkan Shoujo Nozaki-kun,2
Mukougaoka Chisato wa Tada Mitsumeteita no Datta,1
Horimiya,12
Fullmetal Alchemist: Brotherhood,19
Shadows House,3
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,1
Sentou Mecha Xabungle,1
Hitorijime My Hero,1
Meng Qi Shi Shen,1
Yingxiong Zai Lin,2
Gintama,6
Fate/stay night,2
Minky Momo in Tabidachi no Eki,1
Infinite Dendrogram,1
Mahou Shoujo Madoka★Magica Movie 2: Eien no Monogatari,1
Grappler Baki: Saidai Tournament-hen,1
Chibo,1
Pokemon Movie 20: Kimi ni Kimeta!,1
Nekomonogatari: Kuro,1
FLCL,6
Thermae Romae Novae,7
Aneki... My Sweet Elder Sister The Animation,1
Sennen Joyuu,2
Kuroshitsuji: Book of Circus,1
Amaama to Inazuma,1
Penguin's Memory: Shiawase Monogatari,1
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,14
Shingeki no Kyojin,9
Blue Thermal,2
Astarotte no Omocha!,1
Giant Robo the Animation: Chikyuu ga Seishi Suru Hi,1
Human Lost: Ningen Shikkaku,1
Ashita no Joe (Movie),1
Kami nomi zo Shiru Sekai: Megami-hen,1
Mo Dao Zu Shi,3
Arakawa Under the Bridge x Bridge,1
Kidou Senshi Gundam Thunderbolt: Bandit Flower,1
Soul Eater NOT!,2
#Ima made de Ichiban Yokatta Sex The Animation,1
New Initial D Movie: Legend 2 - Tousou,1
Sonic★the★Hedgehog,2
Macross Plus,1
Kakugo no Susume,2
Super Dragon Ball Heroes,1
Super GALS! Kotobuki Ran,1
Koukaku Kidoutai,1
Karakai Jouzu no Takagi-san 2,2
Shinryaku! Ika Musume,1
Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,1
Hori-san to Miyamura-kun,2
Overlord IV,6
Kimi to Boku.,2
Himouto! Umaru-chan R,1
Smile Precure!,1
Cheonnyeon-yeowoo Yeowoobi,1
Bartender,1
Fruits Basket,2
Angel Beats!,16
Peach Girl,1
Huckleberry Finn Monogatari,1
Itadaki! Seieki♥,1
Hoshi no Koe,1
Zettai Karen Children: The Unlimited - Hyoubu Kyousuke,1
Kenpuu Denki Berserk,6
Deva Zan,1
Guilty Gear X,1
Hungry Days x Bump of Chicken: Kinen Satsuei,1
Mahoutsukai Reimeiki,3
Shuffle!,1
Detective Conan Movie 08: Magician of the Silver Sky,1
B: The Beginning,1
Kemono no Souja Erin,2
Mushikago no Cagaster,1
Eiga Daisuki Pompo-san,1
Lupin III: Fuuma Ichizoku no Inbou,2
Detective Conan Movie 19: The Hellfire Sunflowers,1
Godzilla 1: Kaijuu Wakusei,1
Pokemon Legends Arceus: Yuki Hodo Kishi Futaai,5
Kubikiri Cycle: Aoiro Savant to Zaregototsukai,1
Genocyber,1
Kaijin Kaihatsu-bu no Kuroitsu-san,12
