title,count
All Alone With You,1
Umineko no Naku Koro ni,1
Initial D Fourth Stage,1
Keroro Gunsou,2
Kami nomi zo Shiru Sekai: Tenri-hen,1
Komori-san wa Kotowarenai!,2
Ashita no Joe,3
Colorful,1
The Everlasting Guilty Crown,1
Hisone to Maso-tan,2
Nido to Mezamenu Komori Uta,1
Dogeza de Tanondemita,1
Ling Long: Incarnation,1
Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,1
Tokyo Godfathers,7
Oemojisangjuui,24
Shinmai Maou no Testament Burst: Toujou Basara no Shigoku Heiwa na Nichijou,1
Aggressive Retsuko,2
Kobayashi-san Chi no Maid Dragon S,57
Shoujo Shuumatsu Jugyou,1
Boku no Hero Academia 2nd Season,5
Energy Kyouka!!,1
Inuki Kanako Zekkyou Collection: Gakkou ga Kowai!,1
Blue Reflection Ray,3
5-toubun no Hanayome ∬,12
Odd Taxi,32
Kakurenbo (2012),1
Shark'd,3
Gibiate,2
Osomatsu-san Movie,2
Aikatsu!,2
Ichigo Mashimaro,1
Innocence,2
Persona 3 the Movie 2: Midsummer Knight's Dream,1
Vampire Sensou,1
Zunda Horizon,1
Utsu Musume Sayuri,2
Suisei no Gargantia,1
Futsuu no Joshikousei ga [Locodol] Yattemita. OVA,1
Tamayura: Hitotose,1
Super Cub,4
Yakusoku no Neverland 2nd Season,7
Trinity Seven,2
Kamisama Hajimemashita◎,2
Pokemon Advanced Generation,1
Shinmai Maou no Testament,1
Code Geass: Fukkatsu no Lelouch,3
Osomatsu-san,1
Hakugin,1
Kakegurui,11
Kimetsu no Yaiba: Mugen Ressha-hen,18
Chika Gentou Gekiga: Shoujo Tsubaki,1
Long Zu,2
Bungou Stray Dogs 2nd Season,2
Ikkitousen: Great Guardians Specials,1
Teppen!!!!!!!!!!!!!!!,4
Journey: Taiko Arabia Hantou de no Kiseki to Tatakai no Monogatari,5
Lupin III: The First,1
Aa! Megami-sama!,1
Kime Koi!,1
Koutetsujou no Kabaneri Movie 3: Unato Kessen,2
Enen no Shouboutai: Ni no Shou,2
Otome Game no Hametsu Flag shika Nai Akuyaku Reijou ni Tensei shiteshimatta... X,19
Dragon Ball Z Movie 09: Ginga Girigiri!! Bucchigiri no Sugoi Yatsu,1
Dragon Ball Z Movie 12: Fukkatsu no Fusion!! Gokuu to Vegeta,2
Da Wang Rao Ming,2
Shounen Maid,1
Black★Rock Shooter (TV),1
Shinkansen Henkei Robo Shinkalion The Animation,1
Kagewani,1
Sword Art Online Alternative: Gun Gale Online,3
Star Wars: Visions,38
Hunter x Hunter,3
Patalliro Saiyuuki!,1
Alice or Alice,2
Taishou Otome Otogibanashi,22
Nanbaka,1
Blood: The Last Vampire,1
Kidou Senshi Gundam: Senkou no Hathaway,3
Legend of Basara,1
Mononoke Hime,9
Fumetsu no Anata e 2nd Season,3
Puni Puni☆Poemii,1
Hataraku Maou-sama!!,4
"Slime Taoshite 300-nen, Shiranai Uchi ni Level Max ni Nattemashita",10
Ikkitousen: Xtreme Xecutor Specials,1
Yowamushi Pedal: Limit Break,2
Tanaka-kun wa Itsumo Kedaruge,2
Gin no Saji,1
Tenshi no Drop,1
Shinmai Renkinjutsushi no Tenpo Keiei,2
Kaitou Joker,1
Detective Conan,2
Toki no Tabibito: Time Stranger,1
"\"Violet Evergarden: Kitto \"\"Ai\"\" wo Shiru Hi ga Kuru no Darou\"",3
Miboujin Nikki: Akogare no Ano Hito to Hitotsu Yane no Shita,1
Fate/stay night Movie: Heaven's Feel - II. Lost Butterfly,2
Utawarerumono: Futari no Hakuoro,2
Love Live! School Idol Project 2nd Season,1
Shirobako,1
Kawaii dake ja Nai Shikimori-san,9
Saimin Seishidou,1
Suzumiya Haruhi no Yuuutsu,1
Uma Musume: Pretty Derby Season 2,3
Rikei ga Koi ni Ochita no de Shoumei shitemita.,1
Sakugan,8
Senryuu Shoujo,2
Uchi no 3 Shimai,1
Doukyuusei 2 (OVA),1
Oshi ga Budoukan Ittekuretara Shinu,1
Mushoku Tensei: Isekai Ittara Honki Dasu Part 2,89
Shingeki no Kyojin Season 3 Part 2,6
Kami Kuzu☆Idol,6
Si Wuxie,1
Highschool of the Dead,3
Hello!! Kiniro Mosaic,1
Heike Monogatari,21
SSSS.Gridman,2
Natsume Yuujinchou,1
"Yosuga no Sora: In Solitude, Where We Are Least Alone.",2
Hells,1
Kidou Keisatsu Patlabor,1
Hajime no Ippo: Champion Road,1
Kingdom 3rd Season,4
Chihayafuru,2
Akatsuki no Yona,8
Ton Ton Ton,1
Boku no Hero Academia,11
Kaze no Matasaburou,1
Blend S,1
Megalo Box,2
Guan Hai Ce,1
Adventures in Beauty Wonderland,1
Hatsukoi Monster,1
Sola,1
Shijou Saikyou no Deshi Kenichi OVA,1
Bakemonogatari,6
Ramen Daisuki Koizumi-san,1
Free!,3
Lie Huo Jiao Chou,1
Main Actor,1
Yama no Susume: Next Summit,3
Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note,3
Bremen,1
Zoku Owarimonogatari,1
Hitorigurashi no Shougakusei,1
Unison,1
Puparia,1
Fairy Ranmaru: Anata no Kokoro Otasuke Shimasu,2
Toaru Kagaku no Railgun S,2
Metal Fight Beyblade,1
"Yuusha Party wo Tsuihou sareta Beast Tamer, Saikyoushu no Nekomimi Shoujo to Deau",6
ID-0,2
Planetes,3
Code Geass: Hangyaku no Lelouch R2,7
Xian Wang de Richang Shenghuo,8
Shadowverse Flame,1
Dareka no Manazashi,1
Acchi wa Kocchi,1
"Ima, Soko ni Iru Boku",2
Chirin no Suzu,1
Kyoukai Senki,1
Shi Cao Lao Long Bei Guan Yi E Long Zhi Ming,3
Yu☆Gi☆Oh! Duel Monsters,4
Devil May Cry,1
Kidou Senshi Gundam: Tekketsu no Orphans,3
Ao no 6-gou,1
Demi-chan wa Kataritai,3
Godzilla: S.P,1
Kaiba,2
Suzuka,1
Re:Zero kara Hajimeru Isekai Seikatsu 2nd Season Part 2,3
Owari no Seraph,2
180 Byou de Kimi no Mimi wo Shiawase ni Dekiru ka?,2
Kitsutsuki Tanteidokoro,1
Bocchi the Rock!,133
Changye Kaita Zhe,1
Isekai Maou to Shoukan Shoujo no Dorei Majutsu,5
Shaman King (2021),2
Stand By Me Doraemon 2,1
Fuuka,1
Yoake Tsugeru Lu no Uta,1
Cooking Papa,1
Sen to Chihiro no Kamikakushi,8
Suzumiya Haruhi no Shoushitsu,7
Acchi Kocchi,1
Gekkan Shoujo Nozaki-kun,4
Hataage! Kemono Michi,2
Spriggan (ONA),1
Nine 2: Koibito Sengen,1
Wolf's Rain OVA,1
Taimanin Asagi 2,1
Blue Lock,24
Fullmetal Alchemist: Brotherhood,26
Gintama,16
Hitorijime My Hero,3
Fate/stay night,5
Horimiya,26
Yingxiong Zai Lin,1
Neko Hiki no Oruorane,1
Summer: Inaka no Seikatsu,1
Eyeshield 21,2
Baka to Test to Shoukanjuu,1
Mahou Shoujo Madoka★Magica Movie 1: Hajimari no Monogatari,1
Shadows House,4
Getsuyoubi no Tawawa Specials,1
Juuni Senshi Bakuretsu Eto Ranger,1
Meng Qi Shi Shen,1
Gangsta.,2
Bananya,4
The iDOLM@STER Cinderella Girls,1
Un-Go,1
Kakyuusei (TV),1
Appare-Ranman!,3
Wakako-zake,1
Rozen Maiden: Träumend,1
Infinite Dendrogram,1
Laidbackers,1
Ryouma! The Prince of Tennis Shinsei Movie: Tennis no Ouji-sama,1
FLCL,9
Nekomonogatari: Kuro,2
Thermae Romae Novae,2
Amaama to Inazuma,2
Kuroshitsuji: Book of Circus,1
Sorairo Utility,4
Sennen Joyuu,2
Sakusei Byoutou The Animation,1
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai,18
In the Back Room,1
Shingeki no Kyojin,18
Gakusen Toshi Asterisk,1
Otona Joshi no Anime Time,1
Amai Choubatsu: Watashi wa Kanshu Senyou Pet,1
Kyoufu Densetsu Kaiki! Frankenstein,1
Tamayura,1
One Piece 3D: Gekisou! Trap Coaster,1
Kami nomi zo Shiru Sekai: Megami-hen,2
Tenkuu no Escaflowne,2
Noumin Kanren no Skill bakka Agetetara Nazeka Tsuyoku Natta.,2
Gokusen,1
Soul Eater NOT!,1
Mo Dao Zu Shi,3
Love Hina,1
Zi Chuan: Yincang Hudong Ju,1
Hetalia Axis Powers,1
Sonic★the★Hedgehog,1
Suketto Sanjou!! The Animation,1
Angolmois: Genkou Kassenki,1
Koukaku Kidoutai,4
Isekai Maou to Shoukan Shoujo no Dorei Majutsu Ω,1
Attack No.1: Namida no Sekai Senshuken,1
Haikyuu!! Karasuno Koukou vs. Shiratorizawa Gakuen Koukou,1
Macross F Movie 2: Sayonara no Tsubasa,1
Sora no Otoshimono,1
Bleach: Sennen Kessen-hen,49
Minami-ke,1
Saikin Yatotta Maid ga Ayashii,8
Uta no☆Prince-sama♪ Maji Love ST☆RISH Tours: Tabi no Hajimari,1
Overlord IV,26
Smile Precure!,1
Bokura wa Minna Kawai-sou,1
Ginga Eiyuu Densetsu: Die Neue These - Kaikou,4
Kimi to Boku.,2
Macross F,2
IS: Infinite Stratos Encore - Koi ni Kogareru Rokujuusou,1
Bartender,1
Jurassic!,1
Angel Beats!,10
Kagejitsu!,1
Fruits Basket,2
Rekka no Honoo,1
Hoshi no Koe,2
Lodoss-tou Senki,3
Itadaki! Seieki♥,1
Kakutou Ryouri Densetsu Bistro Recipe,1
Black Fox,1
Emiya-san Chi no Kyou no Gohan,1
Given: Uragawa no Sonzai,6
Guomin Laogong Dai Huijia,1
Bakugan Battle Brawlers,1
Peter Grill to Kenja no Jikan: Super Extra,4
Seikai no Senki,1
Tsubasa: Tokyo Revelations,1
Eiga Daisuki Pompo-san,10
Muv-Luv Alternative,6
Kenpuu Denki Berserk,11
Haiyore! Nyaruko-san,1
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka II,1
Handa-kun,1
B: The Beginning,2
Mahoutsukai Reimeiki,1
Digimon Tamers,1
Bocchan,1
Kashou no Tsuki: Aki Kyougen,1
Unbelievable Space Love,1
Densetsu no Yuusha da Garn,1
Beautiful World,1
Kidou Senshi Gundam II: Ai Senshi-hen,1
Nude Batter Tetsuo,1
Toshokan Sensou: Kakumei no Tsubasa,1
Genocyber,3
Yoake Mae yori Ruriiro na: Crescent Love,1
Kubikiri Cycle: Aoiro Savant to Zaregototsukai,1
Kiseijuu: Sei no Kakuritsu,14
BNA,3
Kaijin Kaihatsu-bu no Kuroitsu-san,1
Akebi-chan no Sailor-fuku,4
Manga Sekai Mukashibanashi,1
Kakegurui Twin,6
Seirei Gensouki,20
Tokyo Ghoul √A,1
Lupin III: Cagliostro no Shiro,4
Tsugu Tsugumomo,2
Bleach Movie 4: Jigoku-hen,2
M Ogui: Last Order,1
Catch! Tiniping,1
Joshikousei no Koshitsuki,1
Mao Ling Xiangce,1
Anime Himitsu no Hanazono,1
Shuumatsu no Harem,1
Utakata Lullaby,1
Lovely x Cation The Animation,1
Jian Wang 3: Xia Gan Yi Dan Shen Jianxin 2nd Season,1
BanG Dream! Movie: Poppin' Dream!,1
Net-juu no Susume,1
Fugou Keiji: Balance:Unlimited,6
ReLIFE,6
Kimi to Boku. 2,1
Mama x Holic: Miwaku no Mama to Amaama Kankei - The Animation,1
MILGЯAM,1
Eternal Boys,1
Heppoko Jikken Animation Excel♥Saga,1
Ashita no Joe 2,3
Tabi Machi Late Show,1
Boku ni Sexfriend ga Dekita Riyuu,1
Promare,4
Zero no Tsukaima: Futatsuki no Kishi,1
Shimoneta to Iu Gainen ga Sonzai Shinai Taikutsu na Sekai,1
Juubee Ninpuuchou,1
Busou Shoujo Machiavellianism,1
Mob Psycho 100 III,36
Cardcaptor Sakura,3
Hakozume: Kouban Joshi no Gyakushuu,2
Akudama Drive,6
3-gatsu no Lion 2nd Season,6
Digimon Adventure 02,1
Joshikousei no Mudazukai,5
Boku no Hero Academia the Movie 3: World Heroes' Mission,12
Nodame Cantabile: Finale,1
Bishoujo Senshi Sailor Moon,4
Kono Sekai no Katasumi ni,1
Kidou Senshi Gundam Thunderbolt: December Sky,1
"Fuufu Ijou, Koibito Miman.",26
Naruto: Shippuuden,16
Hand Maid May,1
One Piece Film: Red,19
Golgo 13: Queen Bee,2
Kidou Senshi Gundam: Suisei no Majo - Prologue,1
Hanasakeru Seishounen,1
Baki: Dai Raitaisai-hen,2
Sasami-san@Ganbaranai,1
Sasurai Zou-san,1
Toho Cinemas x Pokemon Go,1
Refrain Blue,1
Samurai Flamenco,1
Spy x Family,38
SSSS.Dynazenon,6
Dr. Slump,1
California Crisis: Tsuigeki no Juuka,1
Tengen Toppa Gurren Lagann Movie 2: Lagann-hen,1
"Tensei Kenja no Isekai Life: Dai-2 no Shokugyou wo Ete, Sekai Saikyou ni Narimashita",5
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,4
Zi Chuan,1
Death Note: Rewrite,1
Binan Koukou Chikyuu Bouei-bu LOVE! LOVE!,1
Chikyuugai Shounen Shoujo,3
Shanshui Qing,1
ViVid Strike!,1
Youjo Senki: Sabaku no Pasta Daisakusen,2
Healin' Good♡Precure Movie: Yume no Machi de Kyun! Tto GoGo! Dai Henshin!!,1
Macross,1
Hentai Ouji to Warawanai Neko.,2
Midori no Hibi,4
Kidou Senshi Gundam SEED,2
Megaton-kyuu Musashi,3
Koi Kaze,3
Xmas Song,1
BanG Dream! 2nd Season,1
Phantom: Requiem for the Phantom,1
Marudase Kintarou,2
Kuzu no Honkai,10
Liz to Aoi Tori,4
Clannad: After Story,3
Uzaki-chan wa Asobitai!,6
Ie Naki Ko Remy,1
Nyanbo!,1
Watashi ga Motete Dousunda,1
Kimi wa Kanata,1
Sword Art Online: Extra Edition,1
Kaguya-sama wa Kokurasetai: First Kiss wa Owaranai,1
Himegoto,2
Kamisama ni Natta Hi,3
Kanojo mo Kanojo,54
Tsuma Netori 3: Kairaku ni Ochita Injiru Kyoushi-tachi,1
Cike Wu Liuqi,3
Underdog,1
Renmei Kuugun Koukuu Mahou Ongakutai Luminous Witches,2
Hakumei to Mikochi,3
Bem,1
Petit Eva: Evangelion@School,1
Wu Liuqi: Xuanwu Guo Pian,1
Shuumatsu Nani Shitemasu ka? Isogashii desu ka? Sukutte Moratte Ii desu ka?,1
Tensei shitara Slime Datta Ken 2nd Season: Kanwa - Veldora Nikki 2,1
Shinreigari,1
Hajimete no Gal,1
Kai Byoui Ramune,1
Kaijuu no Kodomo,1
One Piece: Glorious Island,1
Kara no Kyoukai Movie 7: Satsujin Kousatsu (Go),1
Ryuu no Haisha,1
Giant Gorg,1
Boku no Hero Academia: Ikinokore! Kesshi no Survival Kunren,2
Hanamonogatari,1
Kanon (2006),3
Youkoso! Sukebe Elf no Mori e,1
Himawari wa Yoru ni Saku,1
Reiwa no Di Gi Charat,1
Agitated Screams of Maggots,1
Karakai Jouzu no Takagi-san,2
Slam Dunk,2
Pupipo!,1
Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen,6
Fantascope: Tylostoma,1
Jibaku Shounen Hanako-kun,2
Aggressive Retsuko (ONA) 3rd Season,1
Shoujo Ramune,2
Mushishi Zoku Shou 2nd Season,1
Cutey Honey F,1
Aria the Animation,3
Panty & Stocking with Garterbelt,4
Psycho-Pass,12
Megami-ryou no Ryoubo-kun.,6
Mahou Shoujo Madoka★Magica,16
Shaonian Ge Xing,1
Boku dake ga Inai Machi,17
Ousama Ranking,37
Yuukoku no Moriarty,4
Hakuouki OVA (2021),1
Nekojiru-sou,2
Evangelion: 2.0 You Can (Not) Advance,2
Shiki,4
Kennosuke-sama,1
Ouchi de Bijutsukan,1
Boku no Hero Academia 3rd Season,1
Macross 7,1
Cowboy Bebop: Tengoku no Tobira,1
Gabriel DropOut Specials,1
Code Geass: Boukoku no Akito 5 - Itoshiki Mono-tachi e,1
Kara no Kyoukai Movie 8: Shuushou,1
Kakuriyo no Yadomeshi,3
Takt Op. Destiny,48
Real Eroge Situation! The Animation,1
Non Non Biyori Repeat,1
Taimanin Asagi 3,1
Zetman,1
Dragon Ball GT,1
Kao Ni La Zhanshen Xitong,3
Flip Flappers,3
Nyanko Days,1
It Girl,1
One Piece: Otoshidama Special - Tokubetsu Hou Mugiwara Kaizoku-dan no Himitsu!,1
Pretty x Cation 2 The Animation,1
Chobits,3
Kidou Senshi Victory Gundam,1
Capeta,1
Naruto Movie 1: Dai Katsugeki!! Yuki Hime Shinobu Houjou Dattebayo!,1
Persona 3 the Movie 1: Spring of Birth,1
Star Driver: Kagayaki no Takuto,1
Tatoeba Last Dungeon Mae no Mura no Shounen ga Joban no Machi de Kurasu Youna Monogatari,1
Tensei shitara Ken deshita,24
86,39
Gyakkyou Burai Kaiji: Ultimate Survivor,4
Kaichou wa Maid-sama!,2
Domestic na Kanojo,7
Shuumatsu no Izetta,1
Hitsugi no Chaika,1
Okusama ga Seitokaichou!,1
Piece,1
Sonny Boy,63
Makiba no Shoujo Katri,1
Quanzhi Fashi,3
Pac-World,2
TV Yarou Nanaana,2
Kaginado Season 2,1
Kidou Senshi Gundam: The Origin,1
Fune wo Amu,1
K-On!!,5
Dragon Ball Z Movie 06: Gekitotsu!! 100-oku Power no Senshi-tachi,1
Gakkougurashi!,6
Juan Siliang,2
Kamichu! Specials,1
"Uchi no Ko no Tame naraba, Ore wa Moshikashitara Maou mo Taoseru kamo Shirenai.",1
Puraore! Pride of Orange,6
Black★Rock Shooter,1
Sword Art Online Movie: Ordinal Scale,1
Kidou Senshi Gundam: Dai 08 MS Shoutai,2
Harbor Light Monogatari: Fashion Lala yori,1
Henkei Shoujo,1
Angel Cop,2
Garugaku.: Sei Girls Square Gakuin,1
Peach Boy Riverside,12
Dragon Ball Super: Broly,3
Cross Game,1
Ai Tenshi Densetsu Wedding Peach,1
Chihayafuru 3,2
Tesla Note,3
Tada-kun wa Koi wo Shinai,7
Rozen Maiden,1
Deji Meets Girl,1
Violence Jack: Jigoku Gai-hen,1
Katanagatari,2
Azur Lane,1
Soredemo Ayumu wa Yosetekuru,12
Asagao to Kase-san.,1
Monster,23
Kirakira☆Precure A La Mode,1
Wangan Midnight,1
Arisa☆Good Luck,1
Magi: The Kingdom of Magic,1
Back Arrow,1
Asobi Asobase: Cosplay Taikai/Otona no Watashi e,1
Xian Wang de Richang Shenghuo 3,2
Violet Evergarden Gaiden: Eien to Jidou Shuki Ningyou,2
Ao Ashi,33
Steins;Gate,23
Hoshiai no Sora,1
Battle Athletess Daiundoukai (TV),1
Yojouhan Time Machine Blues,13
Top wo Nerae! Gunbuster,4
Bungou Stray Dogs,7
Shichinin no Nana,1
Prima Doll,7
Kuroshitsuji Movie: Book of the Atlantic,1
Deadman Wonderland,1
"Kono Danshi, Sekka ni Nayandemasu.",1
Tekkon Kinkreet,1
Feng Yun Jue,1
New Game!,1
Nanatsu no Taizai: Ensa no Edinburgh,3
Kamiarizuki no Kodomo,1
Sword Art Online: Progressive Movie - Hoshi Naki Yoru no Aria,25
Tenkuu Shinpan,5
Kuroshitsuji II Specials,1
Saiki Kusuo no Ψ-nan,11
Shokugeki no Souma: Gou no Sara,2
High Score Girl II,2
Ergo Proxy,5
Visual Prison,6
Neon Genesis Evangelion: The End of Evangelion,9
Totsuzen! Neko no Kuni Banipal Witt,1
RWBY: Hyousetsu Teikoku,7
Shakunetsu Kabaddi,3
Naruto Movie 2: Dai Gekitotsu! Maboroshi no Chiteiiseki Dattebayo!,1
B: The Beginning Succession,1
Kuma Kuma Kuma Bear,2
Shigurui,2
Mujin Wakusei Survive,1
Vampire Hunter D (2000),6
Tian Guan Ci Fu,5
Otaku no Video,1
Blood Lad,3
Gokujo.: Souda Onsen ni Ikou!!,1
Binan Koukou Chikyuu Bouei-bu LOVE!,2
Beelzebub,1
Lupin III: Part II,2
Zutto Mae kara Suki deshita. Kokuhaku Jikkou Iinkai,2
Gleipnir,2
Love Lab,1
Usagi Drop,5
Koe no Katachi,26
Deca-Dence,9
"Gaikotsu Kishi-sama, Tadaima Isekai e Odekakechuu",4
Kore wa Zombie desu ka?,2
Days (TV),2
Qin Shi Mingyue: Tian Xing Jiu Ge,1
Bastard!! Ankoku no Hakaishin (ONA),2
Assassins Pride,2
Bakuman. 2nd Season,3
Maria-sama ga Miteru,2
Last Exile,1
Knight's & Magic,1
Fate/Grand Order: Shinsei Entaku Ryouiki Camelot 2 - Paladin; Agateram,1
Tokyo Mew Mew New ♡,7
Anime de Wakaru Shinryounaika,1
Vampire Hunter D,2
Yinhe Zhi Xin,1
Ayashi no Ceres,1
Onii-chan Asa made Zutto Gyutte Shite!,1
Fuujin Monogatari,1
Fate/kaleid liner Prisma☆Illya Movie: Sekka no Chikai,1
Kiss x Sis,2
Shingeki no Kyojin Picture Drama,1
Kimetsu no Yaiba Movie: Mugen Ressha-hen,16
NHK ni Youkoso!,16
Dorohedoro,2
Imaizumin Chi wa Douyara Gal no Tamariba ni Natteru Rashii,4
Chikatetsu no Doutai,1
Gotcha!,1
Onihei,1
Overlord II,1
Hourou Musuko,2
Darker than Black: Kuro no Keiyakusha,2
Doupo Cangqiong: San Nian Zhi Yue,2
Nodame Cantabile: Paris-hen,1
Princess Principal: Crown Handler Movie 2,1
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen 2nd Season,2
Vampire Holmes,1
Nana,10
Stranger: Mukou Hadan,2
Salamander,1
Sekiei Ayakashi Mangatan,1
Macross Δ Movie 2: Zettai Live!!!,1
Shin Tennis no Ouji-sama: U-17 World Cup,2
Boku no Kanojo ga Majimesugiru Sho-bitch na Ken,1
Shin Kidou Senki Gundam Wing: Endless Waltz Special,1
Shingeki no Kyojin: Kuinaki Sentaku,1
I''s,1
Shingeki no Kyojin Season 2,12
Kiniro no Corda: Primo Passo,1
Tian Mei De Yao Hen,1
Hinamatsuri (TV),4
Gattai Robot Atranger,1
"Kanojo, Okarishimasu",14
Ore no Yubi de Midarero.: Heitengo Futarikiri no Salon de...,1
Rocket Girls,1
Killing Bites,2
Ueki no Housoku,1
Dagashi Kashi 2,1
A3! Season Spring & Summer,1
Girls & Panzer: Saishuushou Part 2,1
Love Live! Sunshine!!,3
Magatsu Wahrheit: Zuerst,1
Uchuu Senkan Yamato 2199,1
Tunshi Xingkong,1
Carnival Phantasm,2
Dolls' Frontline,1
Bokutachi no Remake,33
Re:Creators,6
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV: Shin Shou - Meikyuu-hen,16
Isekai Izakaya: Koto Aitheria no Izakaya Nobu,1
Flanders no Inu (Movie),1
Karigurashi no Arrietty,1
Najica Dengeki Sakusen,1
Honzuki no Gekokujou: Shisho ni Naru Tame ni wa Shudan wo Erandeiraremasen,5
D.Gray-man,1
Chuukou Ikkan!! Kimetsu Gakuen Monogatari: Kimetsu no Utage Tokubetsu-hen,1
Grancrest Senki,2
Cardfight!! Vanguard G: Stride Gate-hen,1
Yuan Long 2nd Season,1
Devils Line,1
Fairy Tail: Final Series,1
Li Linke de Xiao Guaner,1
One Room,2
Doupo Cangqiong,1
Kimi ni Todoke,3
Shuumatsu no Walküre,3
Pan de Peace!,1
Jashin-chan Dropkick',2
Tekken: Bloodline,8
Gundam Build Divers Re:Rise 2nd Season,1
The God of High School,10
Chuunibyou demo Koi ga Shitai! Ren Specials,1
Initial D Third Stage,2
Kaleido Star,1
The First Slam Dunk,3
Tenkuu Danzai Skelter+Heaven,2
Uchuu Patrol Luluco,1
Corpse Party: Tortured Souls - Bougyakusareta Tamashii no Jukyou,3
DearS,2
Dragon Quest: Dai no Daibouken (2020),10
Nu Wushen de Canzhuo,2
Baraou no Souretsu,1
Lost Song,1
Uchuu Enban Dai-Sensou,1
Aquarion Evol,1
Gintama.,1
Tabi,1
Starmyu,1
Gakusen Toshi Asterisk 2nd Season,1
Gintama': Futon ni Haitte kara Buki Nokoshi ni Kizuite Neru ni Nerenai Toki mo Aru,1
Lycoris Recoil,60
Kaze Tachinu,4
Otome Game Sekai wa Mob ni Kibishii Sekai desu,8
Ben-To,1
Iya na Kao sare nagara Opantsu Misete Moraitai 2,2
Saihate no Paladin,15
Wang Gu Shenhua Zhi Tian Xuanzhe,1
Suisei no Freyline: Prologue,1
Ultra B,1
D.N.Angel,1
Hibike! Euphonium Movie 3: Chikai no Finale,1
Comic Party,1
"Maou Gakuin no Futekigousha: Shijou Saikyou no Maou no Shiso, Tensei shite Shison-tachi no Gakkou e Kayou",13
Dragon Ball Z Movie 14: Kami to Kami,3
Akkun to Kanojo,1
Monster Musume no Iru Nichijou,3
Gabriel DropOut,1
Drifters,3
Higurashi no Naku Koro ni Sotsu,17
Nee Summer!,1
Selector Infected WIXOSS,1
Tokyo Ghoul:re,1
Dragon Ball Z Movie 13: Ryuuken Bakuhatsu!! Gokuu ga Yaraneba Dare ga Yaru,1
Nendo no Tatakai,1
Ani ni Tsukeru Kusuri wa Nai!,2
Arifureta Shokugyou de Sekai Saikyou,13
Yu☆Gi☆Oh! Duel Monsters GX,3
Diamond no Ace,1
Ahiru no Sora,2
Kaigo to Ikiru,1
Poputepipikku 2nd Season,7
Druaga no Tou: The Aegis of Uruk,1
Gyakkou,1
Oishinbo,2
Eiken: Eikenbu yori Ai wo Komete,1
Gunjou no Fanfare,1
Carole & Tuesday,4
Girls & Panzer: Saishuushou Part 1,1
Strange Dawn,1
Chio-chan no Tsuugakuro,1
Shiguang Dailiren,32
Fruits Basket 1st Season,10
Eizouken ni wa Te wo Dasu na!,3
Phi Brain: Kami no Puzzle,1
Tokyo Ghoul,7
Yu☆Gi☆Oh! VRAINS,1
Dirty Pair,2
Paripi Koumei,12
Shakugan no Shana,2
Oyasumi Sex,2
Yowamushi Pedal: Special Ride,1
No Game No Life,6
Ansatsu Kyoushitsu 2nd Season,5
"Kimi to Boku no Saigo no Senjou, Aruiwa Sekai ga Hajimaru Seisen",1
Meikyuu Black Company,17
Genius Party,1
Kidou Keisatsu Patlabor: On Television,1
Da Yu Hai Tang (Movie),2
Nanatsu no Umi no Tico,2
Mahou Shoujo Pretty Sammy,1
Soukihei MD Geist,1
Kaguya-sama wa Kokurasetai: Tensai-tachi no Renai Zunousen,18
Kono Subarashii Sekai ni Shukufuku wo!,9
Tokyo Revengers,63
Yojouhan Shinwa Taikei,2
Megami Paradise,1
Yu☆Gi☆Oh! The Dark Side of Dimensions,1
Occultic;Nine,3
Accel World,1
Mahouka Koukou no Rettousei: Tsuioku-hen,2
Shiroi Suna no Aquatope,31
Kaguya-sama wa Kokurasetai: Ultra Romantic Teaser PV - Ishigami Yuu wa Kataritai,4
Tensei shitara Slime Datta Ken 2nd Season Part 2,20
Punch Line,1
Taimanin Asagi Special,1
Miira no Kaikata,2
"\"Tokyo Ghoul: \"\"Jack\"\"\"",1
Kotarou wa Hitorigurashi,3
Abunai Sisters: Koko & Mika,3
Baccano!,5
Himitsu no Akko-chan,1
Housekishou Richard-shi no Nazo Kantei,4
Inazuma Eleven,1
Da Li Si Rizhi,1
Blue Gender,1
Interstella5555: The 5tory of The 5ecret 5tar 5ystem,1
Chainsaw Bunny,2
Rance: Sabaku no Guardian,1
JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,8
Xing Hai Qishi,2
Claymore,5
World Trigger 3rd Season,2
One Punch Man,16
Pokemon: The Origin,1
Kono Bijutsu-bu ni wa Mondai ga Aru!,2
Kappa no Coo to Natsuyasumi,1
Little Busters!,1
Big Order (TV),1
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie: Orion no Ya,1
Softenni,1
Keijo!!!!!!!!,2
Hua Jianghu: Huan Shi Men Sheng,1
Kuro Gal ni Natta kara Shinyuu to shitemita.,1
Trinity Blood,1
Tobidase! Narase! Pui Pui Molcar,1
